hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-18 00:00,0.167,0.0,0.867
2026-01-18 01:00,0.1,0.0,0.796
2026-01-18 02:00,0.081,0.0,0.474
2026-01-18 03:00,0.06,0.0,0.803
2026-01-18 04:00,0.07,0.0,0.577
2026-01-18 05:00,0.09,0.0,0.226
2026-01-18 06:00,0.082,0.0,0.084
2026-01-18 07:00,0.038,0.0,0.168
2026-01-18 08:00,0.015,0.0,0.015
2026-01-18 09:00,0.01,0.0,0.603
2026-01-18 10:00,0.06,0.0,0.282
2026-01-18 11:00,0.637,0.0,2.402
2026-01-18 12:00,1.108,0.021,3.3
2026-01-18 13:00,1.296,0.038,3.486
2026-01-18 14:00,1.326,0.055,3.457
2026-01-18 15:00,1.141,0.04,3.191
2026-01-18 16:00,0.908,0.0,2.807
2026-01-18 17:00,1.288,0.042,3.18
2026-01-18 18:00,0.942,0.0,2.592
2026-01-18 19:00,1.076,0.0,2.506
2026-01-18 20:00,1.099,0.0,2.924
2026-01-18 21:00,1.408,0.057,3.376
2026-01-18 22:00,1.44,0.048,3.365
2026-01-18 23:00,1.417,0.044,3.527
