hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-15 00:00,0.134,0.0,1.834
2026-02-15 01:00,0.091,0.0,0.893
2026-02-15 02:00,0.148,0.0,1.003
2026-02-15 03:00,0.192,0.0,0.78
2026-02-15 04:00,0.236,0.0,1.452
2026-02-15 05:00,0.354,0.0,1.927
2026-02-15 06:00,0.39,0.0,2.642
2026-02-15 07:00,0.836,0.0,3.442
2026-02-15 08:00,1.462,0.102,4.442
2026-02-15 09:00,2.021,0.414,5.0
2026-02-15 10:00,3.4,1.082,5.0
2026-02-15 11:00,3.901,1.676,5.0
2026-02-15 12:00,4.276,2.842,4.972
2026-02-15 13:00,4.726,3.28,5.0
2026-02-15 14:00,4.682,3.198,4.992
2026-02-15 15:00,4.61,3.234,4.994
2026-02-15 16:00,4.864,2.99,5.0
2026-02-15 17:00,4.694,2.65,5.0
2026-02-15 18:00,3.744,2.455,5.0
2026-02-15 19:00,3.744,2.337,5.0
2026-02-15 20:00,3.636,2.365,5.0
2026-02-15 21:00,3.636,2.177,5.0
2026-02-15 22:00,4.271,2.204,5.0
2026-02-15 23:00,4.224,2.178,5.0
