hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-07 00:00,4.102,1.795,4.956
2026-02-07 01:00,3.966,1.819,4.924
2026-02-07 02:00,2.984,0.824,4.922
2026-02-07 03:00,2.174,0.381,4.45
2026-02-07 04:00,1.979,0.244,4.396
2026-02-07 05:00,0.883,0.045,3.276
2026-02-07 06:00,0.498,0.006,2.38
2026-02-07 07:00,0.091,0.0,1.192
2026-02-07 08:00,0.05,0.0,0.278
2026-02-07 09:00,0.069,0.0,0.704
2026-02-07 10:00,0.106,0.005,1.363
2026-02-07 11:00,0.268,0.01,1.931
2026-02-07 12:00,0.47,0.028,2.682
2026-02-07 13:00,0.819,0.088,3.312
2026-02-07 14:00,0.882,0.066,3.201
2026-02-07 15:00,0.614,0.014,2.43
2026-02-07 16:00,0.481,0.0,2.184
2026-02-07 17:00,0.411,0.0,2.559
2026-02-07 18:00,1.4,0.025,4.052
2026-02-07 19:00,3.055,0.636,4.631
2026-02-07 20:00,3.505,1.046,4.693
2026-02-07 21:00,3.085,0.626,4.663
2026-02-07 22:00,2.978,0.566,4.68
2026-02-07 23:00,3.156,0.663,4.649
