hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-10 00:00,0.472,0.0,2.51
2026-02-10 01:00,0.587,0.0,2.958
2026-02-10 02:00,0.59,0.0,2.818
2026-02-10 03:00,0.636,0.0,2.779
2026-02-10 04:00,0.989,0.0,3.221
2026-02-10 05:00,0.902,0.0,3.576
2026-02-10 06:00,2.92,1.006,4.792
2026-02-10 07:00,0.635,0.01,2.631
2026-02-10 08:00,1.058,0.0,3.738
2026-02-10 09:00,0.222,0.0,1.816
2026-02-10 10:00,0.728,0.0,2.896
2026-02-10 11:00,0.158,0.0,1.812
2026-02-10 12:00,0.878,0.07,3.658
2026-02-10 13:00,2.344,0.256,4.499
2026-02-10 14:00,1.412,0.858,3.569
2026-02-10 15:00,1.548,0.722,3.665
2026-02-10 16:00,1.828,0.236,4.01
2026-02-10 17:00,1.507,0.095,3.346
2026-02-10 18:00,1.306,0.104,3.106
2026-02-10 19:00,2.359,0.247,4.392
2026-02-10 20:00,3.049,0.752,4.86
2026-02-10 21:00,3.486,1.28,5.0
2026-02-10 22:00,3.653,1.338,5.0
2026-02-10 23:00,4.196,1.474,5.0
