hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-02 00:00,0.933,0.0,4.088
2026-02-02 01:00,0.936,0.0,4.086
2026-02-02 02:00,0.925,0.0,3.944
2026-02-02 03:00,1.119,0.0,4.022
2026-02-02 04:00,1.275,0.0,4.418
2026-02-02 05:00,1.472,0.052,4.496
2026-02-02 06:00,1.426,0.041,4.476
2026-02-02 07:00,1.416,0.06,4.361
2026-02-02 08:00,1.819,0.174,4.715
2026-02-02 09:00,2.728,0.926,5.0
2026-02-02 10:00,2.69,0.842,4.826
2026-02-02 11:00,3.849,2.122,4.994
2026-02-02 12:00,4.406,2.685,5.0
2026-02-02 13:00,4.841,3.266,5.0
2026-02-02 14:00,4.678,3.208,4.994
2026-02-02 15:00,3.856,1.648,4.945
2026-02-02 16:00,1.282,0.712,3.205
2026-02-02 17:00,1.356,0.723,2.528
2026-02-02 18:00,1.134,0.824,2.738
2026-02-02 19:00,1.245,0.813,2.751
2026-02-02 20:00,0.977,0.809,2.218
2026-02-02 21:00,1.018,0.665,2.714
2026-02-02 22:00,0.788,0.768,2.386
2026-02-02 23:00,0.757,0.757,2.157
