hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-07 00:00,0.081,0.0,1.015
2026-01-07 01:00,0.104,0.0,0.906
2026-01-07 02:00,0.112,0.0,0.756
2026-01-07 03:00,0.226,0.0,1.412
2026-01-07 04:00,0.186,0.0,1.462
2026-01-07 05:00,0.155,0.0,1.128
2026-01-07 06:00,0.095,0.0,1.574
2026-01-07 07:00,0.112,0.0,1.615
2026-01-07 08:00,0.088,0.0,1.23
2026-01-07 09:00,0.074,0.0,1.243
2026-01-07 10:00,0.052,0.0,0.73
2026-01-07 11:00,0.026,0.0,0.658
2026-01-07 12:00,0.017,0.0,0.708
2026-01-07 13:00,0.069,0.0,0.892
2026-01-07 14:00,0.121,0.0,0.954
2026-01-07 15:00,0.068,0.0,1.19
2026-01-07 16:00,0.072,0.0,0.966
2026-01-07 17:00,0.123,0.0,0.786
2026-01-07 18:00,0.164,0.0,0.882
2026-01-07 19:00,0.23,0.0,1.694
2026-01-07 20:00,0.306,0.002,1.544
2026-01-07 21:00,0.33,0.0,2.029
2026-01-07 22:00,0.271,0.0,2.122
2026-01-07 23:00,0.228,0.0,2.006
