hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-25 00:00,0.1,0.0,1.624
2026-02-25 01:00,0.232,0.0,1.868
2026-02-25 02:00,0.283,0.0,2.051
2026-02-25 03:00,0.335,0.0,2.682
2026-02-25 04:00,0.53,0.0,3.005
2026-02-25 05:00,0.828,0.0,3.392
2026-02-25 06:00,0.669,0.0,3.481
2026-02-25 07:00,1.053,0.0,3.58
2026-02-25 08:00,1.203,0.0,4.483
2026-02-25 09:00,1.839,0.058,4.328
2026-02-25 10:00,2.194,0.263,4.942
2026-02-25 11:00,2.788,0.823,4.942
2026-02-25 12:00,3.03,0.834,4.972
2026-02-25 13:00,2.63,0.734,4.785
2026-02-25 14:00,1.834,0.397,4.443
2026-02-25 15:00,1.074,0.227,4.069
2026-02-25 16:00,1.022,0.049,3.998
2026-02-25 17:00,0.972,0.04,3.79
2026-02-25 18:00,0.958,0.04,3.592
2026-02-25 19:00,0.843,0.03,3.271
2026-02-25 20:00,0.962,0.032,3.334
2026-02-25 21:00,1.114,0.027,3.993
2026-02-25 22:00,1.574,0.064,4.416
2026-02-25 23:00,1.804,0.125,4.726
