hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-10 00:00,0.442,0.0,2.294
2026-02-10 01:00,0.553,0.0,2.931
2026-02-10 02:00,0.542,0.0,3.041
2026-02-10 03:00,0.592,0.0,2.975
2026-02-10 04:00,0.916,0.0,3.101
2026-02-10 05:00,0.801,0.027,3.554
2026-02-10 06:00,2.748,1.118,4.912
2026-02-10 07:00,0.768,0.048,2.312
2026-02-10 08:00,1.027,0.036,3.556
2026-02-10 09:00,0.222,0.0,1.714
2026-02-10 10:00,0.699,0.0,2.876
2026-02-10 11:00,0.108,0.0,1.719
2026-02-10 12:00,0.892,0.091,3.331
2026-02-10 13:00,2.147,0.278,4.624
2026-02-10 14:00,1.343,0.601,3.544
2026-02-10 15:00,1.557,0.511,3.697
2026-02-10 16:00,1.741,0.314,4.054
2026-02-10 17:00,1.46,0.262,3.706
2026-02-10 18:00,1.275,0.262,3.288
2026-02-10 19:00,2.046,0.392,4.385
2026-02-10 20:00,2.766,1.039,4.835
2026-02-10 21:00,3.306,1.584,5.0
2026-02-10 22:00,3.82,1.694,5.0
2026-02-10 23:00,4.193,1.701,5.0
