hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-10 00:00,0.487,0.0,2.708
2026-01-10 01:00,0.53,0.0,2.913
2026-01-10 02:00,0.518,0.0,2.602
2026-01-10 03:00,0.506,0.0,2.453
2026-01-10 04:00,0.908,0.0,2.668
2026-01-10 05:00,1.187,0.0,2.862
2026-01-10 06:00,1.03,0.0,2.592
2026-01-10 07:00,0.937,0.0,2.695
2026-01-10 08:00,0.926,0.0,2.862
2026-01-10 09:00,1.023,0.0,3.494
2026-01-10 10:00,1.357,0.0,4.04
2026-01-10 11:00,1.08,0.0,3.588
2026-01-10 12:00,1.164,0.0,3.5
2026-01-10 13:00,1.374,0.0,3.546
2026-01-10 14:00,1.214,0.0,3.887
2026-01-10 15:00,1.474,0.012,3.941
2026-01-10 16:00,1.226,0.0,2.96
2026-01-10 17:00,1.676,0.0,3.642
2026-01-10 18:00,1.797,0.0,3.966
2026-01-10 19:00,1.824,0.0,4.086
2026-01-10 20:00,1.794,0.0,4.077
2026-01-10 21:00,1.732,0.0,4.104
2026-01-10 22:00,1.479,0.0,4.056
2026-01-10 23:00,1.588,0.0,4.037
