hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-24 00:00,1.253,0.019,3.686
2026-01-24 01:00,0.972,0.017,3.202
2026-01-24 02:00,0.336,0.0,1.965
2026-01-24 03:00,0.173,0.0,1.504
2026-01-24 04:00,0.075,0.0,0.974
2026-01-24 05:00,0.122,0.0,0.941
2026-01-24 06:00,0.505,0.132,2.341
2026-01-24 07:00,1.577,0.213,3.885
2026-01-24 08:00,2.178,0.378,4.102
2026-01-24 09:00,3.72,1.16,4.598
2026-01-24 10:00,4.525,1.962,4.882
2026-01-24 11:00,4.724,3.031,5.0
2026-01-24 12:00,4.773,3.268,5.0
2026-01-24 13:00,4.831,3.896,5.0
2026-01-24 14:00,4.86,3.466,5.0
2026-01-24 15:00,4.887,3.555,5.0
2026-01-24 16:00,4.953,3.998,5.0
2026-01-24 17:00,4.965,3.927,5.0
2026-01-24 18:00,4.982,3.849,5.0
2026-01-24 19:00,4.894,3.501,5.0
2026-01-24 20:00,4.904,3.226,5.0
2026-01-24 21:00,4.941,2.932,5.0
2026-01-24 22:00,4.906,2.919,5.0
2026-01-24 23:00,4.566,2.391,5.0
