hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-28 00:00,1.96,0.591,4.14
2026-02-28 01:00,1.404,0.289,3.822
2026-02-28 02:00,1.962,0.381,3.895
2026-02-28 03:00,1.97,0.949,4.056
2026-02-28 04:00,2.319,1.212,4.335
2026-02-28 05:00,2.822,1.267,4.435
2026-02-28 06:00,2.732,1.189,4.288
2026-02-28 07:00,2.814,1.154,4.398
2026-02-28 08:00,2.72,1.058,4.36
2026-02-28 09:00,2.699,1.015,4.34
2026-02-28 10:00,2.639,1.341,4.332
2026-02-28 11:00,2.36,0.611,4.336
2026-02-28 12:00,2.852,1.214,4.238
2026-02-28 13:00,2.864,1.24,4.256
2026-02-28 14:00,2.931,1.129,4.296
2026-02-28 15:00,2.891,1.129,4.273
2026-02-28 16:00,2.4,1.092,4.18
2026-02-28 17:00,1.568,0.628,3.528
2026-02-28 18:00,1.522,0.635,3.456
2026-02-28 19:00,1.425,0.594,2.964
2026-02-28 20:00,1.206,0.6,2.874
2026-02-28 21:00,1.188,0.58,2.432
2026-02-28 22:00,1.264,0.592,2.434
2026-02-28 23:00,1.37,0.503,3.232
