hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-13 00:00,0.541,0.0,2.526
2026-01-13 01:00,0.492,0.0,2.588
2026-01-13 02:00,0.571,0.0,2.852
2026-01-13 03:00,0.395,0.0,2.696
2026-01-13 04:00,0.382,0.0,2.56
2026-01-13 05:00,0.131,0.0,1.415
2026-01-13 06:00,0.054,0.0,0.992
2026-01-13 07:00,0.082,0.0,0.9
2026-01-13 08:00,0.098,0.0,0.68
2026-01-13 09:00,0.096,0.0,1.086
2026-01-13 10:00,0.092,0.0,1.246
2026-01-13 11:00,0.187,0.0,2.57
2026-01-13 12:00,1.034,0.0,3.639
2026-01-13 13:00,1.174,0.0,3.842
2026-01-13 14:00,2.031,0.036,4.509
2026-01-13 15:00,3.49,0.447,4.715
2026-01-13 16:00,4.048,0.834,4.908
2026-01-13 17:00,4.421,1.216,4.946
2026-01-13 18:00,4.429,1.25,4.943
2026-01-13 19:00,4.501,1.271,4.949
2026-01-13 20:00,4.269,0.873,4.964
2026-01-13 21:00,4.035,0.606,4.833
2026-01-13 22:00,3.414,0.531,4.755
2026-01-13 23:00,2.928,0.498,4.462
