issue_time_utc,issue_time_local,target_time_utc,target_time_local,lead_h,horizon,revision,power_t1,power_t2,power_farm,p10,p90,ws100_fc,wx_field,wx_model,model_name,fallback_used,run_id
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,0,24h,0,0.4198,0.3712,0.3754,0.0789,0.8846,5.26,day1,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-15T20:00:00Z,2026-02-16T01:00:00+05:00,1,24h,0,0.5025,0.4951,0.4788,0.0676,0.9524,5.96,day1,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-15T21:00:00Z,2026-02-16T02:00:00+05:00,2,24h,0,0.5558,0.5322,0.505,0.0905,0.9316,6.18,day1,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-15T22:00:00Z,2026-02-16T03:00:00+05:00,3,24h,0,0.4327,0.4228,0.429,0.0506,0.9595,6.43,day1,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-15T23:00:00Z,2026-02-16T04:00:00+05:00,4,24h,0,0.4619,0.4354,0.4723,0.0737,0.9403,6.61,day1,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-16T00:00:00Z,2026-02-16T05:00:00+05:00,5,24h,0,0.5564,0.5053,0.5216,0.0829,0.9776,6.69,day1,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-16T01:00:00Z,2026-02-16T06:00:00+05:00,6,24h,0,0.4999,0.4267,0.4753,0.0941,0.9296,6.81,day1,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-16T02:00:00Z,2026-02-16T07:00:00+05:00,7,24h,0,0.3926,0.3457,0.3791,0.0784,0.905,6.88,day1,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-16T03:00:00Z,2026-02-16T08:00:00+05:00,8,24h,0,0.3572,0.3388,0.364,0.0523,0.8904,6.51,day1,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-16T04:00:00Z,2026-02-16T09:00:00+05:00,9,24h,0,0.6331,0.5729,0.6087,0.1539,1.0,7.08,day1,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-16T05:00:00Z,2026-02-16T10:00:00+05:00,10,24h,0,0.3077,0.3175,0.3335,0.045,0.921,5.84,day1,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-16T06:00:00Z,2026-02-16T11:00:00+05:00,11,24h,0,0.657,0.7115,0.6726,0.2695,0.9939,7.07,day1,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-16T07:00:00Z,2026-02-16T12:00:00+05:00,12,24h,0,0.5646,0.6589,0.6562,0.2614,0.932,7.59,day1,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-16T08:00:00Z,2026-02-16T13:00:00+05:00,13,24h,0,0.4925,0.5152,0.4738,0.2115,0.9154,7.22,day1,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-16T09:00:00Z,2026-02-16T14:00:00+05:00,14,24h,0,0.4638,0.5506,0.4746,0.1346,0.9092,6.64,day1,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-16T10:00:00Z,2026-02-16T15:00:00+05:00,15,24h,0,0.3736,0.4502,0.4542,0.1618,0.9235,5.52,day1,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-16T11:00:00Z,2026-02-16T16:00:00+05:00,16,24h,0,0.2848,0.3461,0.3463,0.1241,0.8662,5.26,day1,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-16T12:00:00Z,2026-02-16T17:00:00+05:00,17,24h,0,0.6301,0.6366,0.6173,0.1794,1.0,6.87,day2,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-16T13:00:00Z,2026-02-16T18:00:00+05:00,18,24h,0,0.4105,0.4045,0.4343,0.0915,0.9135,5.61,day2,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-16T14:00:00Z,2026-02-16T19:00:00+05:00,19,24h,0,0.5082,0.4844,0.4956,0.0756,0.9986,6.33,day2,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-16T15:00:00Z,2026-02-16T20:00:00+05:00,20,24h,0,0.5472,0.5484,0.5167,0.0838,1.0,6.93,day2,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-16T16:00:00Z,2026-02-16T21:00:00+05:00,21,24h,0,0.6246,0.6331,0.6137,0.1102,0.9989,7.33,day2,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-16T17:00:00Z,2026-02-16T22:00:00+05:00,22,24h,0,0.5087,0.4982,0.4699,0.0741,0.998,6.95,day2,best_match,gbm,False,20260216T0000-962c60
2026-02-15T19:00:00Z,2026-02-16T00:00:00+05:00,2026-02-16T18:00:00Z,2026-02-16T23:00:00+05:00,23,24h,0,0.3155,0.2981,0.3077,0.0296,0.9106,6.36,day2,best_match,gbm,False,20260216T0000-962c60
