issue_time_utc,issue_time_local,target_time_utc,target_time_local,lead_h,horizon,revision,power_t1,power_t2,power_farm,p10,p90,ws100_fc,wx_field,wx_model,model_name,fallback_used,run_id
2026-02-06T19:00:00Z,2026-02-07T00:00:00+05:00,2026-02-06T19:00:00Z,2026-02-07T00:00:00+05:00,0,24h,0,0.4017,0.3648,0.3791,0.0941,0.8962,6.3,day1,best_match,gbm,False,20260207T0000-f29a43
2026-02-06T19:00:00Z,2026-02-07T00:00:00+05:00,2026-02-06T20:00:00Z,2026-02-07T01:00:00+05:00,1,24h,0,0.3205,0.3317,0.3111,0.0826,0.8373,5.77,day1,best_match,gbm,False,20260207T0000-f29a43
2026-02-06T19:00:00Z,2026-02-07T00:00:00+05:00,2026-02-06T21:00:00Z,2026-02-07T02:00:00+05:00,2,24h,0,0.3087,0.3065,0.2958,0.0472,0.8347,6.22,day1,best_match,gbm,False,20260207T0000-f29a43
2026-02-06T19:00:00Z,2026-02-07T00:00:00+05:00,2026-02-06T22:00:00Z,2026-02-07T03:00:00+05:00,3,24h,0,0.2762,0.2777,0.261,0.0426,0.8054,6.06,day1,best_match,gbm,False,20260207T0000-f29a43
2026-02-06T19:00:00Z,2026-02-07T00:00:00+05:00,2026-02-06T23:00:00Z,2026-02-07T04:00:00+05:00,4,24h,0,0.2777,0.2781,0.261,0.0401,0.7648,5.87,day1,best_match,gbm,False,20260207T0000-f29a43
2026-02-06T19:00:00Z,2026-02-07T00:00:00+05:00,2026-02-07T00:00:00Z,2026-02-07T05:00:00+05:00,5,24h,0,0.0987,0.082,0.0818,0.0,0.3859,3.93,day1,best_match,gbm,False,20260207T0000-f29a43
2026-02-06T19:00:00Z,2026-02-07T00:00:00+05:00,2026-02-07T01:00:00Z,2026-02-07T06:00:00+05:00,6,24h,0,0.0266,0.0068,0.0174,0.0,0.1777,2.55,day1,best_match,gbm,False,20260207T0000-f29a43
2026-02-06T19:00:00Z,2026-02-07T00:00:00+05:00,2026-02-07T02:00:00Z,2026-02-07T07:00:00+05:00,7,24h,0,0.01,0.0121,0.0114,0.0,0.1205,0.91,day1,best_match,gbm,False,20260207T0000-f29a43
2026-02-06T19:00:00Z,2026-02-07T00:00:00+05:00,2026-02-07T03:00:00Z,2026-02-07T08:00:00+05:00,8,24h,0,0.0086,0.0099,0.0092,0.0,0.021,0.59,day1,best_match,gbm,False,20260207T0000-f29a43
2026-02-06T19:00:00Z,2026-02-07T00:00:00+05:00,2026-02-07T04:00:00Z,2026-02-07T09:00:00+05:00,9,24h,0,0.011,0.0096,0.0105,0.0,0.0758,1.34,day1,best_match,gbm,False,20260207T0000-f29a43
2026-02-06T19:00:00Z,2026-02-07T00:00:00+05:00,2026-02-07T05:00:00Z,2026-02-07T10:00:00+05:00,10,24h,0,0.0259,0.0262,0.0443,0.0,0.3571,3.24,day1,best_match,gbm,False,20260207T0000-f29a43
