issue_time_utc,issue_time_local,target_time_utc,target_time_local,lead_h,horizon,revision,power_t1,power_t2,power_farm,p10,p90,ws100_fc,wx_field,wx_model,model_name,fallback_used,run_id
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,0,24h,0,0.5327,0.5095,0.512,0.0868,0.986,7.99,day1,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-20T20:00:00Z,2026-02-21T01:00:00+05:00,1,24h,0,0.5175,0.4888,0.463,0.1181,0.9939,7.53,day1,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-20T21:00:00Z,2026-02-21T02:00:00+05:00,2,24h,0,0.5141,0.4211,0.4811,0.1131,0.9615,7.3,day1,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-20T22:00:00Z,2026-02-21T03:00:00+05:00,3,24h,0,0.4317,0.3455,0.4266,0.0787,0.9499,6.85,day1,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-20T23:00:00Z,2026-02-21T04:00:00+05:00,4,24h,0,0.3726,0.2917,0.366,0.0412,0.8965,6.36,day1,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T00:00:00Z,2026-02-21T05:00:00+05:00,5,24h,0,0.4073,0.3136,0.3664,0.0474,0.8592,5.81,day1,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T01:00:00Z,2026-02-21T06:00:00+05:00,6,24h,0,0.2668,0.2487,0.2217,0.0,0.7432,4.94,day1,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T02:00:00Z,2026-02-21T07:00:00+05:00,7,24h,0,0.1611,0.1213,0.1334,0.0,0.5658,4.62,day1,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T03:00:00Z,2026-02-21T08:00:00+05:00,8,24h,0,0.1181,0.1194,0.1328,0.0,0.5364,4.51,day1,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T04:00:00Z,2026-02-21T09:00:00+05:00,9,24h,0,0.0168,0.0137,0.0107,0.0,0.2015,0.76,day1,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T05:00:00Z,2026-02-21T10:00:00+05:00,10,24h,0,0.1956,0.2258,0.2764,0.048,0.8086,5.76,day1,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T06:00:00Z,2026-02-21T11:00:00+05:00,11,24h,0,0.9812,0.9491,0.9691,0.7659,0.9966,11.25,day1,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T07:00:00Z,2026-02-21T12:00:00+05:00,12,24h,0,0.9865,0.9582,0.9727,0.7465,0.9998,11.51,day1,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T08:00:00Z,2026-02-21T13:00:00+05:00,13,24h,0,1.0,0.962,0.9807,0.8051,1.0,13.05,day1,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T09:00:00Z,2026-02-21T14:00:00+05:00,14,24h,0,1.0,0.9492,0.9888,0.6468,1.0,12.36,day1,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T10:00:00Z,2026-02-21T15:00:00+05:00,15,24h,0,0.782,0.7761,0.7711,0.2829,0.9729,9.35,day1,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T11:00:00Z,2026-02-21T16:00:00+05:00,16,24h,0,0.4273,0.5085,0.4665,0.1153,0.8963,7.45,day1,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T12:00:00Z,2026-02-21T17:00:00+05:00,17,24h,0,0.1684,0.1671,0.1532,0.0006,0.6069,4.75,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T13:00:00Z,2026-02-21T18:00:00+05:00,18,24h,0,0.1147,0.0996,0.0802,0.0,0.4248,4.37,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T14:00:00Z,2026-02-21T19:00:00+05:00,19,24h,0,0.2583,0.2467,0.2539,0.0,0.7794,6.08,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T15:00:00Z,2026-02-21T20:00:00+05:00,20,24h,0,0.3198,0.3072,0.3283,0.0332,0.849,6.56,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T16:00:00Z,2026-02-21T21:00:00+05:00,21,24h,0,0.6045,0.6317,0.6374,0.363,1.0,7.25,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T17:00:00Z,2026-02-21T22:00:00+05:00,22,24h,0,0.7088,0.7616,0.7871,0.4955,0.99,8.9,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T18:00:00Z,2026-02-21T23:00:00+05:00,23,24h,0,0.5057,0.5821,0.5371,0.1888,0.9396,7.69,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T19:00:00Z,2026-02-22T00:00:00+05:00,24,48h,0,0.5272,0.6093,0.5605,0.2319,0.9408,8.03,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T20:00:00Z,2026-02-22T01:00:00+05:00,25,48h,0,0.4703,0.5106,0.5109,0.1539,0.9548,7.26,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T21:00:00Z,2026-02-22T02:00:00+05:00,26,48h,0,0.3205,0.339,0.3544,0.0681,0.8504,6.05,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T22:00:00Z,2026-02-22T03:00:00+05:00,27,48h,0,0.1952,0.1568,0.2075,0.0027,0.7426,5.35,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-21T23:00:00Z,2026-02-22T04:00:00+05:00,28,48h,0,0.1286,0.1036,0.1296,0.0,0.6102,4.0,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-22T00:00:00Z,2026-02-22T05:00:00+05:00,29,48h,0,0.0108,0.0175,0.0,0.0,0.1757,0.46,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-22T01:00:00Z,2026-02-22T06:00:00+05:00,30,48h,0,0.0295,0.0126,0.016,0.0,0.232,0.93,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-22T02:00:00Z,2026-02-22T07:00:00+05:00,31,48h,0,0.0134,0.0091,0.0103,0.0,0.2036,1.61,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-22T03:00:00Z,2026-02-22T08:00:00+05:00,32,48h,0,0.0311,0.0189,0.0532,0.0,0.2343,1.95,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-22T04:00:00Z,2026-02-22T09:00:00+05:00,33,48h,0,0.0197,0.0101,0.0155,0.0,0.1995,2.27,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-22T05:00:00Z,2026-02-22T10:00:00+05:00,34,48h,0,0.0241,0.03,0.0292,0.0,0.3654,3.09,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-22T06:00:00Z,2026-02-22T11:00:00+05:00,35,48h,0,0.1456,0.1296,0.1582,0.0105,0.762,4.81,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-22T07:00:00Z,2026-02-22T12:00:00+05:00,36,48h,0,0.2828,0.3384,0.3634,0.0912,0.9525,6.83,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-22T08:00:00Z,2026-02-22T13:00:00+05:00,37,48h,0,0.578,0.6546,0.6901,0.3168,0.9632,7.9,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-22T09:00:00Z,2026-02-22T14:00:00+05:00,38,48h,0,0.6265,0.7136,0.7244,0.482,0.9711,8.31,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-22T10:00:00Z,2026-02-22T15:00:00+05:00,39,48h,0,0.6369,0.7325,0.712,0.3088,0.9721,8.29,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-22T11:00:00Z,2026-02-22T16:00:00+05:00,40,48h,0,0.774,0.8176,0.8117,0.2905,0.9892,7.88,day2,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-22T12:00:00Z,2026-02-22T17:00:00+05:00,41,48h,0,0.8013,0.7784,0.8217,0.2437,0.9963,7.9,day3,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-22T13:00:00Z,2026-02-22T18:00:00+05:00,42,48h,0,0.5668,0.5756,0.5946,0.1636,0.9404,6.64,day3,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-22T14:00:00Z,2026-02-22T19:00:00+05:00,43,48h,0,0.4649,0.5318,0.5567,0.1489,0.9201,5.91,day3,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-22T15:00:00Z,2026-02-22T20:00:00+05:00,44,48h,0,0.3907,0.4599,0.4709,0.1442,0.8754,5.68,day3,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-22T16:00:00Z,2026-02-22T21:00:00+05:00,45,48h,0,0.3597,0.4286,0.3903,0.0969,0.8778,5.48,day3,best_match,gbm,False,20260221T0000-048acb
2026-02-20T19:00:00Z,2026-02-21T00:00:00+05:00,2026-02-22T17:00:00Z,2026-02-22T22:00:00+05:00,46,48h,0,0.3473,0.4763,0.3835,0.0946,0.8612,5.47,day3,best_match,gbm,False,20260221T0000-048acb
