issue_time_utc,issue_time_local,target_time_utc,target_time_local,lead_h,horizon,revision,power_t1,power_t2,power_farm,p10,p90,ws100_fc,wx_field,wx_model,model_name,fallback_used,run_id
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,0,24h,0,0.0135,0.0128,0.0145,0.0,0.0251,0.21,day1,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-01-31T20:00:00Z,2026-02-01T01:00:00+05:00,1,24h,0,0.0099,0.0107,0.0043,0.0,0.0252,0.42,day1,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-01-31T21:00:00Z,2026-02-01T02:00:00+05:00,2,24h,0,0.0068,0.0093,0.0042,0.0,0.0261,0.4,day1,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-01-31T22:00:00Z,2026-02-01T03:00:00+05:00,3,24h,0,0.0126,0.011,0.0137,0.0,0.0199,0.96,day1,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-01-31T23:00:00Z,2026-02-01T04:00:00+05:00,4,24h,0,0.0075,0.0084,0.0075,0.0,0.0199,0.8,day1,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-02-01T00:00:00Z,2026-02-01T05:00:00+05:00,5,24h,0,0.0165,0.0123,0.0202,0.0,0.1195,1.49,day1,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-02-01T01:00:00Z,2026-02-01T06:00:00+05:00,6,24h,0,0.0408,0.012,0.0325,0.0,0.1205,2.12,day1,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-02-01T02:00:00Z,2026-02-01T07:00:00+05:00,7,24h,0,0.0295,0.0218,0.0223,0.0,0.2139,3.33,day1,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-02-01T03:00:00Z,2026-02-01T08:00:00+05:00,8,24h,0,0.0961,0.0857,0.0762,0.0,0.5077,5.05,day1,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-02-01T04:00:00Z,2026-02-01T09:00:00+05:00,9,24h,0,0.0753,0.0712,0.0607,0.0,0.3917,4.83,day1,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-02-01T05:00:00Z,2026-02-01T10:00:00+05:00,10,24h,0,0.0971,0.1056,0.0853,0.0,0.4788,4.53,day1,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-02-01T06:00:00Z,2026-02-01T11:00:00+05:00,11,24h,0,0.0648,0.0627,0.0539,0.0062,0.405,3.59,day1,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-02-01T07:00:00Z,2026-02-01T12:00:00+05:00,12,24h,0,0.1067,0.1167,0.0972,0.0103,0.5538,3.86,day1,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-02-01T08:00:00Z,2026-02-01T13:00:00+05:00,13,24h,0,0.1263,0.1371,0.1153,0.0219,0.6387,4.12,day1,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-02-01T09:00:00Z,2026-02-01T14:00:00+05:00,14,24h,0,0.1429,0.1346,0.1304,0.0161,0.6471,4.25,day1,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-02-01T10:00:00Z,2026-02-01T15:00:00+05:00,15,24h,0,0.1539,0.1488,0.1433,0.0163,0.6359,4.31,day1,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-02-01T11:00:00Z,2026-02-01T16:00:00+05:00,16,24h,0,0.303,0.2832,0.2819,0.0449,0.8964,5.69,day1,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-02-01T12:00:00Z,2026-02-01T17:00:00+05:00,17,24h,0,0.2089,0.2245,0.2395,0.0001,0.8194,5.91,day2,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-02-01T13:00:00Z,2026-02-01T18:00:00+05:00,18,24h,0,0.1905,0.1896,0.2023,0.0013,0.788,6.06,day2,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-02-01T14:00:00Z,2026-02-01T19:00:00+05:00,19,24h,0,0.2213,0.1989,0.2106,0.0036,0.8195,6.03,day2,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-02-01T15:00:00Z,2026-02-01T20:00:00+05:00,20,24h,0,0.2524,0.222,0.261,0.0015,0.8379,6.49,day2,best_match,gbm,False,20260201T0000-1bc6db
2026-01-31T19:00:00Z,2026-02-01T00:00:00+05:00,2026-02-01T16:00:00Z,2026-02-01T21:00:00+05:00,21,24h,0,0.2622,0.2252,0.2542,0.0306,0.8494,6.5,day2,best_match,gbm,False,20260201T0000-1bc6db
