issue_time_utc,issue_time_local,target_time_utc,target_time_local,lead_h,horizon,revision,power_t1,power_t2,power_farm,p10,p90,ws100_fc,wx_field,wx_model,model_name,fallback_used,run_id
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,0,24h,0,0.8273,0.8572,0.8053,0.5184,0.9626,11.59,day1,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-07T20:00:00Z,2026-02-08T01:00:00+05:00,1,24h,0,0.821,0.8305,0.7972,0.4875,0.9777,11.43,day1,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-07T21:00:00Z,2026-02-08T02:00:00+05:00,2,24h,0,0.7782,0.8193,0.8002,0.4054,0.9941,10.59,day1,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-07T22:00:00Z,2026-02-08T03:00:00+05:00,3,24h,0,0.7042,0.7483,0.7351,0.2801,0.9933,9.55,day1,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-07T23:00:00Z,2026-02-08T04:00:00+05:00,4,24h,0,0.5585,0.5842,0.5639,0.1998,0.9871,8.39,day1,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T00:00:00Z,2026-02-08T05:00:00+05:00,5,24h,0,0.4511,0.5053,0.4799,0.1411,0.9612,7.97,day1,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T01:00:00Z,2026-02-08T06:00:00+05:00,6,24h,0,0.4625,0.4617,0.446,0.1406,0.9126,7.62,day1,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T02:00:00Z,2026-02-08T07:00:00+05:00,7,24h,0,0.3339,0.3472,0.3364,0.0301,0.8598,6.74,day1,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T03:00:00Z,2026-02-08T08:00:00+05:00,8,24h,0,0.1636,0.1465,0.1678,0.0024,0.7236,5.02,day1,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T04:00:00Z,2026-02-08T09:00:00+05:00,9,24h,0,0.0638,0.0604,0.0682,0.0,0.395,3.43,day1,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T05:00:00Z,2026-02-08T10:00:00+05:00,10,24h,0,0.0495,0.0404,0.0416,0.0,0.2714,2.58,day1,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T06:00:00Z,2026-02-08T11:00:00+05:00,11,24h,0,0.0157,0.017,0.0157,0.0,0.1142,2.17,day1,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T07:00:00Z,2026-02-08T12:00:00+05:00,12,24h,0,0.0142,0.0097,0.0057,0.0,0.0287,1.15,day1,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T08:00:00Z,2026-02-08T13:00:00+05:00,13,24h,0,0.0093,0.0103,0.0072,0.0,0.0644,0.71,day1,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T09:00:00Z,2026-02-08T14:00:00+05:00,14,24h,0,0.0323,0.0388,0.0334,0.0,0.3367,2.93,day1,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T10:00:00Z,2026-02-08T15:00:00+05:00,15,24h,0,0.3771,0.4072,0.4066,0.1474,0.9749,5.91,day1,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T11:00:00Z,2026-02-08T16:00:00+05:00,16,24h,0,0.8966,0.8991,0.8955,0.4803,1.0,8.55,day1,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T12:00:00Z,2026-02-08T17:00:00+05:00,17,24h,0,0.9767,0.9725,0.9731,0.794,1.0,10.25,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T13:00:00Z,2026-02-08T18:00:00+05:00,18,24h,0,0.9971,0.9749,0.9961,0.8732,1.0,10.89,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T14:00:00Z,2026-02-08T19:00:00+05:00,19,24h,0,0.9985,0.9777,0.9937,0.9258,1.0,11.57,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T15:00:00Z,2026-02-08T20:00:00+05:00,20,24h,0,0.9933,0.9775,0.9914,0.9294,1.0,11.77,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T16:00:00Z,2026-02-08T21:00:00+05:00,21,24h,0,0.9907,0.9775,0.9913,0.9382,1.0,11.71,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T17:00:00Z,2026-02-08T22:00:00+05:00,22,24h,0,0.9898,0.976,0.9909,0.9365,1.0,12.04,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T18:00:00Z,2026-02-08T23:00:00+05:00,23,24h,0,0.9913,0.9787,0.9868,0.9251,1.0,12.43,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T19:00:00Z,2026-02-09T00:00:00+05:00,24,48h,0,0.9835,0.9798,0.9864,0.9175,1.0,12.16,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T20:00:00Z,2026-02-09T01:00:00+05:00,25,48h,0,0.9812,0.979,0.9866,0.9002,1.0,12.07,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T21:00:00Z,2026-02-09T02:00:00+05:00,26,48h,0,0.9808,0.9792,0.9855,0.9403,1.0,12.1,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T22:00:00Z,2026-02-09T03:00:00+05:00,27,48h,0,0.9787,0.9762,0.9818,0.9228,1.0,11.74,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T23:00:00Z,2026-02-09T04:00:00+05:00,28,48h,0,0.9803,0.9779,0.987,0.9115,1.0,12.02,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-09T00:00:00Z,2026-02-09T05:00:00+05:00,29,48h,0,0.9797,0.9789,0.9862,0.8727,1.0,11.14,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-09T01:00:00Z,2026-02-09T06:00:00+05:00,30,48h,0,0.9804,0.9738,0.9801,0.7786,1.0,10.78,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-09T02:00:00Z,2026-02-09T07:00:00+05:00,31,48h,0,0.9731,0.9726,0.9775,0.7631,1.0,10.32,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-09T03:00:00Z,2026-02-09T08:00:00+05:00,32,48h,0,0.9726,0.9663,0.9772,0.7288,1.0,10.01,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-09T04:00:00Z,2026-02-09T09:00:00+05:00,33,48h,0,0.978,0.9656,0.9759,0.7417,1.0,10.08,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-09T05:00:00Z,2026-02-09T10:00:00+05:00,34,48h,0,0.9372,0.9614,0.9545,0.6608,0.9979,9.1,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-09T06:00:00Z,2026-02-09T11:00:00+05:00,35,48h,0,0.9338,0.9615,0.9691,0.6776,1.0,9.44,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-09T07:00:00Z,2026-02-09T12:00:00+05:00,36,48h,0,0.9386,0.9627,0.9712,0.6866,1.0,9.62,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-09T08:00:00Z,2026-02-09T13:00:00+05:00,37,48h,0,0.9841,0.9679,0.9791,0.7062,0.9996,9.22,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-09T09:00:00Z,2026-02-09T14:00:00+05:00,38,48h,0,0.9819,0.9693,0.9781,0.782,0.9995,9.69,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-09T10:00:00Z,2026-02-09T15:00:00+05:00,39,48h,0,0.9937,0.9776,0.986,0.84,1.0,9.98,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-09T11:00:00Z,2026-02-09T16:00:00+05:00,40,48h,0,0.9962,0.9843,0.9908,0.6025,1.0,9.74,day2,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-09T12:00:00Z,2026-02-09T17:00:00+05:00,41,48h,0,1.0,0.9867,0.9845,0.4816,1.0,9.0,day3,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-09T13:00:00Z,2026-02-09T18:00:00+05:00,42,48h,0,0.9406,0.891,0.9374,0.3589,1.0,7.83,day3,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-09T14:00:00Z,2026-02-09T19:00:00+05:00,43,48h,0,0.8118,0.692,0.7345,0.2723,1.0,6.75,day3,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-09T15:00:00Z,2026-02-09T20:00:00+05:00,44,48h,0,0.6465,0.5668,0.6082,0.1867,0.9972,5.69,day3,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-09T16:00:00Z,2026-02-09T21:00:00+05:00,45,48h,0,0.5102,0.4412,0.4558,0.1093,0.9357,5.23,day3,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-09T17:00:00Z,2026-02-09T22:00:00+05:00,46,48h,0,0.4976,0.3559,0.4095,0.0854,0.9268,5.15,day3,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-09T18:00:00Z,2026-02-09T23:00:00+05:00,47,48h,0,0.5844,0.4347,0.5158,0.0992,0.9707,5.56,day3,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T09:00:00Z,2026-02-08T14:00:00+05:00,14,24h,1,0.0323,0.0388,0.0334,0.0,0.3367,2.93,day1,best_match,gbm,False,20260208T0000-1ca931
2026-02-07T19:00:00Z,2026-02-08T00:00:00+05:00,2026-02-08T10:00:00Z,2026-02-08T15:00:00+05:00,15,24h,1,0.3771,0.4072,0.4066,0.1474,0.9749,5.91,day1,best_match,gbm,False,20260208T0000-1ca931
