hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-05 00:00,3.137,0.748,5.0
2026-02-05 01:00,3.588,1.036,5.0
2026-02-05 02:00,4.128,1.769,4.966
2026-02-05 03:00,4.268,2.302,4.978
2026-02-05 04:00,4.81,3.472,5.0
2026-02-05 05:00,4.919,4.062,5.0
2026-02-05 06:00,4.879,4.816,5.0
2026-02-05 07:00,4.875,4.838,5.0
2026-02-05 08:00,4.87,4.866,5.0
2026-02-05 09:00,4.863,4.454,5.0
2026-02-05 10:00,4.867,4.452,5.0
2026-02-05 11:00,4.919,4.782,5.0
2026-02-05 12:00,4.928,4.548,5.0
2026-02-05 13:00,4.913,4.479,5.0
2026-02-05 14:00,4.889,4.004,5.0
2026-02-05 15:00,4.732,3.076,5.0
2026-02-05 16:00,4.684,2.983,5.0
2026-02-05 17:00,4.659,3.018,5.0
2026-02-05 18:00,4.746,3.063,5.0
2026-02-05 19:00,4.458,2.549,5.0
2026-02-05 20:00,3.571,1.993,5.0
2026-02-05 21:00,3.178,1.694,5.0
2026-02-05 22:00,3.502,1.76,5.0
2026-02-05 23:00,3.12,1.641,5.0
