hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-03 00:00,0.616,0.0,2.692
2026-02-03 01:00,1.126,0.004,4.036
2026-02-03 02:00,1.116,0.0,4.276
2026-02-03 03:00,0.847,0.01,3.682
2026-02-03 04:00,0.727,0.008,3.014
2026-02-03 05:00,0.828,0.0,3.344
2026-02-03 06:00,0.173,0.0,1.666
2026-02-03 07:00,0.268,0.0,1.852
2026-02-03 08:00,0.145,0.0,1.736
2026-02-03 09:00,0.152,0.0,1.431
2026-02-03 10:00,0.064,0.0,0.763
2026-02-03 11:00,0.23,0.0,1.553
2026-02-03 12:00,0.23,0.0,1.281
2026-02-03 13:00,0.084,0.0,1.23
2026-02-03 14:00,0.158,0.0,1.636
2026-02-03 15:00,0.737,0.01,2.788
2026-02-03 16:00,0.712,0.019,2.834
2026-02-03 17:00,1.689,0.048,3.976
2026-02-03 18:00,1.308,0.036,3.839
2026-02-03 19:00,1.398,0.022,3.742
2026-02-03 20:00,1.154,0.019,3.574
2026-02-03 21:00,0.992,0.021,3.106
2026-02-03 22:00,1.284,0.028,3.862
2026-02-03 23:00,1.226,0.028,3.864
