hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-22 00:00,2.792,1.339,4.704
2026-02-22 01:00,2.374,1.134,4.603
2026-02-22 02:00,1.53,0.304,4.236
2026-02-22 03:00,0.826,0.099,3.671
2026-02-22 04:00,0.434,0.0,2.81
2026-02-22 05:00,0.094,0.0,0.75
2026-02-22 06:00,0.089,0.0,1.218
2026-02-22 07:00,0.05,0.0,0.775
2026-02-22 08:00,0.078,0.0,1.028
2026-02-22 09:00,0.065,0.0,0.958
2026-02-22 10:00,0.122,0.0,1.539
2026-02-22 11:00,0.933,0.199,3.73
2026-02-22 12:00,1.953,0.624,4.434
2026-02-22 13:00,3.092,2.232,4.672
2026-02-22 14:00,4.141,2.818,4.892
2026-02-22 15:00,4.182,2.476,4.892
2026-02-22 16:00,4.093,1.47,4.858
2026-02-22 17:00,3.968,1.38,4.885
2026-02-22 18:00,2.908,1.0,4.84
2026-02-22 19:00,2.448,0.906,4.627
2026-02-22 20:00,2.012,0.747,4.395
2026-02-22 21:00,1.993,0.602,4.379
2026-02-22 22:00,2.194,0.585,4.33
2026-02-22 23:00,2.564,0.568,4.465
