hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-22 00:00,4.25,1.48,5.0
2026-01-22 01:00,4.058,0.832,5.0
2026-01-22 02:00,2.382,0.448,4.747
2026-01-22 03:00,1.15,0.0,2.872
2026-01-22 04:00,0.106,0.0,1.013
2026-01-22 05:00,0.146,0.0,0.822
2026-01-22 06:00,0.164,0.0,0.344
2026-01-22 07:00,0.09,0.0,0.331
2026-01-22 08:00,0.057,0.0,0.58
2026-01-22 09:00,1.01,0.0,2.88
2026-01-22 10:00,0.63,0.0,3.318
2026-01-22 11:00,0.952,0.175,2.946
2026-01-22 12:00,0.428,0.138,2.186
2026-01-22 13:00,1.193,0.505,2.274
2026-01-22 14:00,1.454,0.744,3.579
2026-01-22 15:00,2.362,1.142,4.04
2026-01-22 16:00,2.001,0.568,3.862
2026-01-22 17:00,3.096,1.09,4.649
2026-01-22 18:00,2.836,0.962,4.582
2026-01-22 19:00,3.189,1.303,4.646
2026-01-22 20:00,3.44,1.58,4.882
2026-01-22 21:00,3.177,1.322,4.768
2026-01-22 22:00,3.183,1.082,4.834
2026-01-22 23:00,3.132,1.172,4.752
