hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-27 00:00,3.183,1.27,4.942
2026-02-27 01:00,3.331,1.464,4.912
2026-02-27 02:00,2.678,0.886,4.72
2026-02-27 03:00,2.526,0.793,4.608
2026-02-27 04:00,2.41,0.674,4.414
2026-02-27 05:00,2.153,0.322,4.496
2026-02-27 06:00,1.629,0.165,4.377
2026-02-27 07:00,1.602,0.132,4.291
2026-02-27 08:00,1.416,0.12,4.188
2026-02-27 09:00,1.019,0.075,3.724
2026-02-27 10:00,0.766,0.0,3.371
2026-02-27 11:00,0.418,0.0,2.707
2026-02-27 12:00,0.825,0.0,3.24
2026-02-27 13:00,1.494,0.158,3.668
2026-02-27 14:00,1.625,0.184,3.932
2026-02-27 15:00,2.346,0.509,4.272
2026-02-27 16:00,2.547,0.856,4.446
2026-02-27 17:00,2.552,0.689,4.486
2026-02-27 18:00,2.671,0.738,4.486
2026-02-27 19:00,2.601,0.663,4.506
2026-02-27 20:00,2.687,0.668,4.598
2026-02-27 21:00,2.557,0.588,4.428
2026-02-27 22:00,2.332,0.416,4.203
2026-02-27 23:00,1.634,0.253,3.644
