hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-26 00:00,0.114,0.0,0.896
2026-01-26 01:00,0.482,0.0,1.988
2026-01-26 02:00,0.576,0.0,2.42
2026-01-26 03:00,0.636,0.05,3.264
2026-01-26 04:00,1.01,0.069,3.706
2026-01-26 05:00,1.922,0.0,4.04
2026-01-26 06:00,1.727,0.078,3.741
2026-01-26 07:00,2.026,0.176,3.825
2026-01-26 08:00,1.898,0.008,3.938
2026-01-26 09:00,2.852,0.172,4.448
2026-01-26 10:00,3.907,0.874,4.718
2026-01-26 11:00,3.272,0.032,4.47
2026-01-26 12:00,3.664,0.554,4.372
2026-01-26 13:00,4.168,0.959,4.536
2026-01-26 14:00,4.368,1.014,4.704
2026-01-26 15:00,4.429,1.027,4.805
2026-01-26 16:00,4.42,0.742,4.818
2026-01-26 17:00,4.28,0.687,4.838
2026-01-26 18:00,4.121,0.512,4.687
2026-01-26 19:00,4.102,0.544,4.822
2026-01-26 20:00,4.08,0.5,4.82
2026-01-26 21:00,4.08,0.478,4.797
2026-01-26 22:00,4.011,0.474,4.788
2026-01-26 23:00,3.848,0.38,4.708
