hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-17 00:00,2.916,2.087,4.752
2026-01-17 01:00,2.954,2.214,4.782
2026-01-17 02:00,3.301,2.268,4.822
2026-01-17 03:00,4.539,2.776,4.937
2026-01-17 04:00,4.557,2.662,4.956
2026-01-17 05:00,4.728,3.629,4.909
2026-01-17 06:00,4.684,3.585,4.862
2026-01-17 07:00,4.566,3.538,4.799
2026-01-17 08:00,4.44,3.16,4.787
2026-01-17 09:00,3.493,2.222,4.648
2026-01-17 10:00,2.883,1.652,4.412
2026-01-17 11:00,2.308,1.504,4.162
2026-01-17 12:00,1.681,0.647,3.751
2026-01-17 13:00,0.724,0.053,2.319
2026-01-17 14:00,0.338,0.028,1.529
2026-01-17 15:00,0.226,0.0,0.88
2026-01-17 16:00,0.103,0.0,0.596
2026-01-17 17:00,0.24,0.0,0.836
2026-01-17 18:00,0.14,0.0,0.643
2026-01-17 19:00,0.166,0.0,0.64
2026-01-17 20:00,0.161,0.0,0.748
2026-01-17 21:00,0.203,0.0,0.916
2026-01-17 22:00,0.095,0.0,0.364
2026-01-17 23:00,0.124,0.0,0.642
