hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-02 00:00,0.923,0.001,4.085
2026-02-02 01:00,0.916,0.016,4.217
2026-02-02 02:00,0.909,0.012,4.13
2026-02-02 03:00,1.146,0.024,4.125
2026-02-02 04:00,1.248,0.05,4.386
2026-02-02 05:00,1.557,0.071,4.385
2026-02-02 06:00,1.52,0.046,4.366
2026-02-02 07:00,1.467,0.055,4.348
2026-02-02 08:00,1.774,0.166,4.684
2026-02-02 09:00,2.776,0.886,4.984
2026-02-02 10:00,2.646,0.956,4.842
2026-02-02 11:00,3.885,2.134,4.885
2026-02-02 12:00,4.456,2.579,4.926
2026-02-02 13:00,4.859,3.184,4.929
2026-02-02 14:00,4.674,3.086,4.906
2026-02-02 15:00,3.666,2.056,4.838
2026-02-02 16:00,1.156,0.836,3.421
2026-02-02 17:00,1.238,0.877,2.72
2026-02-02 18:00,0.932,0.932,2.664
2026-02-02 19:00,1.056,0.955,2.707
2026-02-02 20:00,0.919,0.892,2.423
2026-02-02 21:00,0.94,0.762,2.797
2026-02-02 22:00,0.632,0.632,2.364
2026-02-02 23:00,0.606,0.606,2.303
