hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-06 00:00,1.452,0.19,4.128
2026-01-06 01:00,2.119,0.397,4.38
2026-01-06 02:00,1.693,0.751,4.205
2026-01-06 03:00,3.03,1.267,4.87
2026-01-06 04:00,4.164,1.41,5.0
2026-01-06 05:00,4.39,1.832,5.0
2026-01-06 06:00,4.424,1.937,5.0
2026-01-06 07:00,4.553,2.359,5.0
2026-01-06 08:00,4.546,2.502,5.0
2026-01-06 09:00,4.525,2.593,5.0
2026-01-06 10:00,4.533,2.612,5.0
2026-01-06 11:00,4.77,3.27,4.969
2026-01-06 12:00,4.857,3.918,4.992
2026-01-06 13:00,4.834,3.846,4.982
2026-01-06 14:00,4.91,3.4,4.986
2026-01-06 15:00,4.944,3.165,4.967
2026-01-06 16:00,4.887,2.705,4.948
2026-01-06 17:00,4.852,2.38,5.0
2026-01-06 18:00,4.6,1.862,4.774
2026-01-06 19:00,4.375,1.814,4.83
2026-01-06 20:00,3.844,1.618,4.618
2026-01-06 21:00,3.004,1.444,4.174
2026-01-06 22:00,2.17,1.09,3.672
2026-01-06 23:00,1.842,1.063,3.511
