hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-03 00:00,1.518,0.06,4.578
2026-01-03 01:00,1.217,0.048,4.21
2026-01-03 02:00,1.174,0.0,3.437
2026-01-03 03:00,1.108,0.0,3.046
2026-01-03 04:00,1.054,0.0,2.964
2026-01-03 05:00,1.182,0.0,3.31
2026-01-03 06:00,1.255,0.02,3.492
2026-01-03 07:00,1.126,0.017,3.565
2026-01-03 08:00,1.104,0.004,3.926
2026-01-03 09:00,1.358,0.0,3.787
2026-01-03 10:00,1.182,0.213,3.952
2026-01-03 11:00,1.988,0.487,4.247
2026-01-03 12:00,2.726,0.496,4.364
2026-01-03 13:00,2.12,0.486,4.191
2026-01-03 14:00,2.118,0.333,4.274
2026-01-03 15:00,2.968,0.374,4.416
2026-01-03 16:00,2.738,0.32,4.573
2026-01-03 17:00,2.01,0.222,3.789
2026-01-03 18:00,2.376,0.261,4.168
2026-01-03 19:00,2.356,0.254,4.232
2026-01-03 20:00,1.979,0.252,4.167
2026-01-03 21:00,2.56,0.246,4.258
2026-01-03 22:00,2.598,0.237,4.364
2026-01-03 23:00,2.35,0.233,4.405
