hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-17 00:00,1.44,0.046,4.754
2026-02-17 01:00,1.44,0.044,4.765
2026-02-17 02:00,1.386,0.035,4.572
2026-02-17 03:00,1.332,0.036,4.535
2026-02-17 04:00,1.32,0.016,4.466
2026-02-17 05:00,0.668,0.0,3.043
2026-02-17 06:00,0.426,0.0,3.267
2026-02-17 07:00,0.181,0.0,1.779
2026-02-17 08:00,0.19,0.0,1.405
2026-02-17 09:00,0.263,0.0,1.402
2026-02-17 10:00,0.787,0.0,3.082
2026-02-17 11:00,0.491,0.046,3.256
2026-02-17 12:00,1.764,0.5,3.982
2026-02-17 13:00,1.334,0.568,3.432
2026-02-17 14:00,1.729,0.548,4.182
2026-02-17 15:00,1.774,0.669,4.624
2026-02-17 16:00,2.617,0.935,4.583
2026-02-17 17:00,1.762,0.611,3.554
2026-02-17 18:00,2.054,0.629,4.241
2026-02-17 19:00,2.15,0.596,4.324
2026-02-17 20:00,2.47,0.676,4.711
2026-02-17 21:00,2.99,0.672,4.968
2026-02-17 22:00,3.021,0.722,5.0
2026-02-17 23:00,3.77,0.912,5.0
