issue_time_utc,issue_time_local,target_time_utc,target_time_local,lead_h,horizon,revision,power_t1,power_t2,power_farm,p10,p90,ws100_fc,wx_field,wx_model,model_name,fallback_used,run_id
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,0,24h,0,0.0769,0.1106,0.0788,0.0,0.5991,5.32,day1,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-09T20:00:00Z,2026-01-10T01:00:00+05:00,1,24h,0,0.0769,0.1102,0.078,0.0,0.5972,5.3,day1,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-09T21:00:00Z,2026-01-10T02:00:00+05:00,2,24h,0,0.0743,0.1093,0.0779,0.0,0.5656,5.28,day1,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-09T22:00:00Z,2026-01-10T03:00:00+05:00,3,24h,0,0.0762,0.1277,0.0906,0.0,0.5444,5.28,day1,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-09T23:00:00Z,2026-01-10T04:00:00+05:00,4,24h,0,0.1837,0.2068,0.1765,0.0,0.5276,5.32,day1,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T00:00:00Z,2026-01-10T05:00:00+05:00,5,24h,0,0.2291,0.2819,0.2357,0.0,0.5829,5.43,day1,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T01:00:00Z,2026-01-10T06:00:00+05:00,6,24h,0,0.2086,0.259,0.2036,0.0,0.5414,5.24,day1,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T02:00:00Z,2026-01-10T07:00:00+05:00,7,24h,0,0.1782,0.221,0.1797,0.0,0.4666,5.15,day1,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T03:00:00Z,2026-01-10T08:00:00+05:00,8,24h,0,0.1993,0.1992,0.1745,0.0,0.4773,5.06,day1,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T04:00:00Z,2026-01-10T09:00:00+05:00,9,24h,0,0.19,0.2117,0.2131,0.0,0.6,5.35,day1,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T05:00:00Z,2026-01-10T10:00:00+05:00,10,24h,0,0.1778,0.1801,0.2069,0.0,0.6414,4.88,day1,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T06:00:00Z,2026-01-10T11:00:00+05:00,11,24h,0,0.1991,0.1873,0.2073,0.0,0.7383,4.95,day1,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T07:00:00Z,2026-01-10T12:00:00+05:00,12,24h,0,0.1988,0.2323,0.2256,0.0,0.7447,5.33,day1,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T08:00:00Z,2026-01-10T13:00:00+05:00,13,24h,0,0.2959,0.2779,0.2766,0.0,0.7269,5.33,day1,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T09:00:00Z,2026-01-10T14:00:00+05:00,14,24h,0,0.2956,0.2629,0.2755,0.0044,0.7967,5.07,day1,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T10:00:00Z,2026-01-10T15:00:00+05:00,15,24h,0,0.3009,0.3107,0.3001,0.0045,0.7724,4.94,day1,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T11:00:00Z,2026-01-10T16:00:00+05:00,16,24h,0,0.2584,0.2853,0.2585,0.0,0.6776,5.33,day1,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T12:00:00Z,2026-01-10T17:00:00+05:00,17,24h,0,0.2793,0.2789,0.2828,0.0,0.7768,6.23,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T13:00:00Z,2026-01-10T18:00:00+05:00,18,24h,0,0.3196,0.3327,0.3393,0.0021,0.8404,6.77,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T14:00:00Z,2026-01-10T19:00:00+05:00,19,24h,0,0.4101,0.3515,0.3518,0.0267,0.8241,6.95,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T15:00:00Z,2026-01-10T20:00:00+05:00,20,24h,0,0.3199,0.3586,0.3563,0.0005,0.8769,6.81,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T16:00:00Z,2026-01-10T21:00:00+05:00,21,24h,0,0.2961,0.2938,0.3158,0.0,0.9143,6.58,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T17:00:00Z,2026-01-10T22:00:00+05:00,22,24h,0,0.248,0.2495,0.2595,0.0,0.876,6.2,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T18:00:00Z,2026-01-10T23:00:00+05:00,23,24h,0,0.309,0.3213,0.3426,0.0026,0.8723,5.94,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T19:00:00Z,2026-01-11T00:00:00+05:00,24,48h,0,0.3064,0.2849,0.3231,0.0022,0.9268,6.19,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T20:00:00Z,2026-01-11T01:00:00+05:00,25,48h,0,0.3841,0.3752,0.4065,0.0276,0.9455,6.84,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T21:00:00Z,2026-01-11T02:00:00+05:00,26,48h,0,0.6163,0.6221,0.605,0.0523,0.9673,7.4,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T22:00:00Z,2026-01-11T03:00:00+05:00,27,48h,0,0.7093,0.6796,0.6612,0.0774,0.9681,7.67,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-10T23:00:00Z,2026-01-11T04:00:00+05:00,28,48h,0,0.7237,0.6743,0.664,0.0701,0.9693,7.67,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-11T00:00:00Z,2026-01-11T05:00:00+05:00,29,48h,0,0.7045,0.6318,0.6216,0.059,0.9447,7.16,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-11T01:00:00Z,2026-01-11T06:00:00+05:00,30,48h,0,0.7161,0.6524,0.6199,0.0372,0.9179,7.07,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-11T02:00:00Z,2026-01-11T07:00:00+05:00,31,48h,0,0.6461,0.6333,0.6181,0.0163,0.9054,6.86,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-11T03:00:00Z,2026-01-11T08:00:00+05:00,32,48h,0,0.6029,0.5793,0.612,0.0754,0.8777,6.46,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-11T04:00:00Z,2026-01-11T09:00:00+05:00,33,48h,0,0.7547,0.7408,0.7432,0.1073,0.9332,6.93,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-11T05:00:00Z,2026-01-11T10:00:00+05:00,34,48h,0,0.7979,0.8137,0.8272,0.2102,0.9763,8.21,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-11T06:00:00Z,2026-01-11T11:00:00+05:00,35,48h,0,0.6876,0.7177,0.7101,0.1178,0.9914,7.31,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-11T07:00:00Z,2026-01-11T12:00:00+05:00,36,48h,0,0.7738,0.7979,0.8087,0.1593,0.9887,7.95,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-11T08:00:00Z,2026-01-11T13:00:00+05:00,37,48h,0,0.8184,0.8116,0.8152,0.2046,0.9804,8.31,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-11T09:00:00Z,2026-01-11T14:00:00+05:00,38,48h,0,0.9033,0.8596,0.8618,0.138,1.0,8.99,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-11T10:00:00Z,2026-01-11T15:00:00+05:00,39,48h,0,0.7832,0.7569,0.7437,0.0713,0.9841,7.53,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-11T11:00:00Z,2026-01-11T16:00:00+05:00,40,48h,0,0.4859,0.4849,0.4597,0.0146,0.8929,6.57,day2,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-11T12:00:00Z,2026-01-11T17:00:00+05:00,41,48h,0,0.4866,0.4807,0.4588,0.0207,0.9019,6.8,day3,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-11T13:00:00Z,2026-01-11T18:00:00+05:00,42,48h,0,0.4212,0.4462,0.4298,0.0136,0.8734,6.22,day3,best_match,gbm,False,20260110T0000-5e0841
2026-01-09T19:00:00Z,2026-01-10T00:00:00+05:00,2026-01-11T14:00:00Z,2026-01-11T19:00:00+05:00,43,48h,0,0.411,0.4327,0.4243,0.0138,0.8795,5.86,day3,best_match,gbm,False,20260110T0000-5e0841
