issue_time_utc,issue_time_local,target_time_utc,target_time_local,lead_h,horizon,revision,power_t1,power_t2,power_farm,p10,p90,ws100_fc,wx_field,wx_model,model_name,fallback_used,run_id
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,0,24h,0,0.8829,0.8402,0.891,0.2116,0.991,8.31,day1,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-29T20:00:00Z,2026-01-30T01:00:00+05:00,1,24h,0,0.8838,0.8333,0.8987,0.2336,0.9991,8.37,day1,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-29T21:00:00Z,2026-01-30T02:00:00+05:00,2,24h,0,0.8282,0.8428,0.8619,0.3306,0.9674,8.14,day1,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-29T22:00:00Z,2026-01-30T03:00:00+05:00,3,24h,0,0.8316,0.8446,0.8619,0.3335,0.9619,8.21,day1,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-29T23:00:00Z,2026-01-30T04:00:00+05:00,4,24h,0,0.8418,0.8679,0.8712,0.2993,0.9478,8.26,day1,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T00:00:00Z,2026-01-30T05:00:00+05:00,5,24h,0,0.7448,0.7643,0.7392,0.1332,0.9495,8.47,day1,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T01:00:00Z,2026-01-30T06:00:00+05:00,6,24h,0,0.8166,0.7714,0.7645,0.1041,0.9502,8.05,day1,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T02:00:00Z,2026-01-30T07:00:00+05:00,7,24h,0,0.8026,0.7529,0.7373,0.1116,0.935,7.95,day1,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T03:00:00Z,2026-01-30T08:00:00+05:00,8,24h,0,0.8309,0.78,0.7642,0.1282,0.9556,8.15,day1,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T04:00:00Z,2026-01-30T09:00:00+05:00,9,24h,0,0.9026,0.8872,0.8186,0.3435,0.9832,8.5,day1,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T05:00:00Z,2026-01-30T10:00:00+05:00,10,24h,0,0.8731,0.8881,0.8183,0.4869,0.9754,9.05,day1,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T06:00:00Z,2026-01-30T11:00:00+05:00,11,24h,0,0.9273,0.9718,0.9427,0.6512,0.9864,9.7,day1,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T07:00:00Z,2026-01-30T12:00:00+05:00,12,24h,0,0.9324,0.9559,0.9647,0.684,0.99,10.2,day1,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T08:00:00Z,2026-01-30T13:00:00+05:00,13,24h,0,0.9461,0.9758,0.9605,0.7459,0.9871,10.65,day1,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T09:00:00Z,2026-01-30T14:00:00+05:00,14,24h,0,0.9472,0.9781,0.962,0.662,0.9875,10.49,day1,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T10:00:00Z,2026-01-30T15:00:00+05:00,15,24h,0,0.9749,0.9811,0.9815,0.6646,0.9936,10.1,day1,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T11:00:00Z,2026-01-30T16:00:00+05:00,16,24h,0,0.9688,0.9799,0.9514,0.5971,0.9936,9.45,day1,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T12:00:00Z,2026-01-30T17:00:00+05:00,17,24h,0,0.7537,0.7604,0.7198,0.1518,0.9282,8.39,day2,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T13:00:00Z,2026-01-30T18:00:00+05:00,18,24h,0,0.5118,0.4279,0.4,0.0858,0.8115,7.36,day2,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T14:00:00Z,2026-01-30T19:00:00+05:00,19,24h,0,0.4187,0.396,0.3786,0.0946,0.7689,7.19,day2,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T15:00:00Z,2026-01-30T20:00:00+05:00,20,24h,0,0.4407,0.4087,0.384,0.0851,0.7582,7.04,day2,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T16:00:00Z,2026-01-30T21:00:00+05:00,21,24h,0,0.2708,0.2608,0.2443,0.0351,0.6963,6.52,day2,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T17:00:00Z,2026-01-30T22:00:00+05:00,22,24h,0,0.1679,0.1911,0.1661,0.0044,0.5998,5.6,day2,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T18:00:00Z,2026-01-30T23:00:00+05:00,23,24h,0,0.0407,0.0537,0.0482,0.0002,0.2886,4.09,day2,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T19:00:00Z,2026-01-31T00:00:00+05:00,24,48h,0,0.0208,0.0439,0.0435,0.0004,0.5188,4.52,day2,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T20:00:00Z,2026-01-31T01:00:00+05:00,25,48h,0,0.0791,0.0966,0.0915,0.0,0.597,5.18,day2,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T21:00:00Z,2026-01-31T02:00:00+05:00,26,48h,0,0.0894,0.133,0.1468,0.0,0.6118,5.77,day2,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T22:00:00Z,2026-01-31T03:00:00+05:00,27,48h,0,0.0883,0.1247,0.1498,0.0,0.6428,6.07,day2,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-30T23:00:00Z,2026-01-31T04:00:00+05:00,28,48h,0,0.1247,0.1312,0.1851,0.0,0.6562,6.35,day2,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-31T00:00:00Z,2026-01-31T05:00:00+05:00,29,48h,0,0.4277,0.4568,0.4396,0.0742,0.739,8.28,day2,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-31T01:00:00Z,2026-01-31T06:00:00+05:00,30,48h,0,0.4868,0.4616,0.4548,0.0723,0.7329,8.29,day2,best_match,gbm,False,20260130T0000-555828
2026-01-29T19:00:00Z,2026-01-30T00:00:00+05:00,2026-01-31T02:00:00Z,2026-01-31T07:00:00+05:00,31,48h,0,0.515,0.5103,0.4609,0.0636,0.7398,8.4,day2,best_match,gbm,False,20260130T0000-555828
