hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-20 00:00,0.065,0.002,2.132
2026-01-20 01:00,0.047,0.0,1.951
2026-01-20 02:00,0.042,0.0,1.868
2026-01-20 03:00,0.036,0.0,1.574
2026-01-20 04:00,0.042,0.0,1.041
2026-01-20 05:00,0.0,0.0,0.758
2026-01-20 06:00,0.104,0.022,0.712
2026-01-20 07:00,0.044,0.018,0.726
2026-01-20 08:00,0.044,0.001,0.376
2026-01-20 09:00,0.054,0.0,0.66
2026-01-20 10:00,0.034,0.0,0.585
2026-01-20 11:00,0.016,0.0,0.706
2026-01-20 12:00,0.015,0.0,0.626
2026-01-20 13:00,0.0,0.0,0.847
2026-01-20 14:00,0.08,0.0,0.93
2026-01-20 15:00,0.121,0.0,0.759
2026-01-20 16:00,0.13,0.0,0.831
2026-01-20 17:00,0.048,0.0,0.766
2026-01-20 18:00,0.073,0.0,0.268
2026-01-20 19:00,0.05,0.0,0.325
2026-01-20 20:00,0.125,0.0,0.852
2026-01-20 21:00,0.162,0.0,1.134
2026-01-20 22:00,0.156,0.001,1.645
2026-01-20 23:00,0.15,0.0,1.249
