hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-08 00:00,0.244,0.0,1.855
2026-01-08 01:00,0.168,0.0,1.863
2026-01-08 02:00,0.234,0.0,1.564
2026-01-08 03:00,0.155,0.0,1.412
2026-01-08 04:00,0.176,0.0,1.13
2026-01-08 05:00,0.089,0.0,0.737
2026-01-08 06:00,0.164,0.0,1.046
2026-01-08 07:00,0.01,0.0,1.138
2026-01-08 08:00,0.04,0.0,1.201
2026-01-08 09:00,0.312,0.0,2.173
2026-01-08 10:00,0.414,0.0,2.491
2026-01-08 11:00,0.216,0.0,2.396
2026-01-08 12:00,0.758,0.022,2.782
2026-01-08 13:00,0.69,0.034,2.596
2026-01-08 14:00,0.484,0.022,2.474
2026-01-08 15:00,0.832,0.039,3.061
2026-01-08 16:00,1.461,0.026,3.716
2026-01-08 17:00,0.671,0.017,2.396
2026-01-08 18:00,0.785,0.019,2.532
2026-01-08 19:00,0.707,0.017,2.466
2026-01-08 20:00,0.698,0.014,2.587
2026-01-08 21:00,0.698,0.014,2.602
2026-01-08 22:00,0.98,0.019,3.205
2026-01-08 23:00,1.544,0.016,4.156
