hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-01 00:00,0.121,0.0,1.786
2026-02-01 01:00,0.077,0.0,1.968
2026-02-01 02:00,0.048,0.0,1.771
2026-02-01 03:00,0.029,0.0,1.06
2026-02-01 04:00,0.032,0.0,0.842
2026-02-01 05:00,0.056,0.0,0.847
2026-02-01 06:00,0.041,0.0,0.7
2026-02-01 07:00,0.044,0.0,0.785
2026-02-01 08:00,0.198,0.0,1.226
2026-02-01 09:00,0.214,0.0,1.495
2026-02-01 10:00,0.379,0.0,2.656
2026-02-01 11:00,0.959,0.0,3.26
2026-02-01 12:00,1.212,0.023,3.818
2026-02-01 13:00,1.207,0.023,3.813
2026-02-01 14:00,1.004,0.01,3.565
2026-02-01 15:00,1.018,0.018,3.675
2026-02-01 16:00,2.156,0.071,4.508
2026-02-01 17:00,1.76,0.015,3.872
2026-02-01 18:00,1.784,0.02,3.849
2026-02-01 19:00,1.823,0.032,4.078
2026-02-01 20:00,2.405,0.039,4.546
2026-02-01 21:00,2.352,0.039,4.527
2026-02-01 22:00,1.958,0.03,4.349
2026-02-01 23:00,2.212,0.03,4.53
