hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-24 00:00,3.658,1.91,4.915
2026-02-24 01:00,3.249,1.649,4.867
2026-02-24 02:00,3.117,1.394,4.779
2026-02-24 03:00,3.017,1.259,4.78
2026-02-24 04:00,3.204,1.701,4.822
2026-02-24 05:00,3.114,1.818,4.699
2026-02-24 06:00,3.102,1.706,4.621
2026-02-24 07:00,2.798,1.666,4.62
2026-02-24 08:00,2.126,0.776,4.304
2026-02-24 09:00,2.046,0.814,4.299
2026-02-24 10:00,2.302,0.975,4.382
2026-02-24 11:00,2.502,1.398,4.592
2026-02-24 12:00,2.27,1.31,4.664
2026-02-24 13:00,1.97,1.186,4.508
2026-02-24 14:00,1.913,1.136,4.348
2026-02-24 15:00,1.434,0.971,3.839
2026-02-24 16:00,1.166,0.882,3.099
2026-02-24 17:00,1.141,0.887,3.202
2026-02-24 18:00,1.104,0.669,3.12
2026-02-24 19:00,1.15,0.512,3.278
2026-02-24 20:00,0.915,0.439,2.482
2026-02-24 21:00,0.92,0.44,2.399
2026-02-24 22:00,1.134,0.588,2.874
2026-02-24 23:00,1.258,0.716,3.78
