hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-12 00:00,2.645,0.643,4.643
2026-02-12 01:00,2.336,0.445,4.642
2026-02-12 02:00,2.326,0.48,4.622
2026-02-12 03:00,1.519,0.105,4.25
2026-02-12 04:00,1.469,0.026,4.037
2026-02-12 05:00,1.528,0.101,4.322
2026-02-12 06:00,0.885,0.0,3.561
2026-02-12 07:00,0.344,0.0,1.952
2026-02-12 08:00,0.06,0.0,1.032
2026-02-12 09:00,0.075,0.0,0.52
2026-02-12 10:00,0.07,0.0,0.56
2026-02-12 11:00,0.124,0.0,0.853
2026-02-12 12:00,0.055,0.0,0.728
2026-02-12 13:00,0.052,0.0,0.716
2026-02-12 14:00,0.066,0.0,0.79
2026-02-12 15:00,0.123,0.0,1.038
2026-02-12 16:00,0.213,0.0,1.721
2026-02-12 17:00,0.813,0.018,3.168
2026-02-12 18:00,0.959,0.025,2.931
2026-02-12 19:00,0.666,0.0,2.224
2026-02-12 20:00,0.348,0.0,2.136
2026-02-12 21:00,0.614,0.0,1.954
2026-02-12 22:00,0.403,0.0,2.084
2026-02-12 23:00,0.329,0.0,1.941
