hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-19 00:00,2.15,0.374,4.794
2026-02-19 01:00,1.251,0.066,4.174
2026-02-19 02:00,1.562,0.207,4.334
2026-02-19 03:00,1.662,0.174,4.387
2026-02-19 04:00,1.056,0.0,3.613
2026-02-19 05:00,1.158,0.048,4.143
2026-02-19 06:00,1.507,0.04,4.378
2026-02-19 07:00,1.305,0.0,3.962
2026-02-19 08:00,1.478,0.003,4.39
2026-02-19 09:00,2.822,0.724,4.968
2026-02-19 10:00,1.364,0.24,4.211
2026-02-19 11:00,1.384,0.176,4.582
2026-02-19 12:00,1.368,0.013,4.098
2026-02-19 13:00,1.009,0.008,3.38
2026-02-19 14:00,1.272,0.014,3.695
2026-02-19 15:00,0.657,0.0,2.797
2026-02-19 16:00,0.719,0.0,2.808
2026-02-19 17:00,0.714,0.0,2.719
2026-02-19 18:00,0.31,0.0,2.151
2026-02-19 19:00,0.252,0.0,1.664
2026-02-19 20:00,0.669,0.0,2.766
2026-02-19 21:00,0.892,0.0,2.903
2026-02-19 22:00,1.142,0.0,3.24
2026-02-19 23:00,1.01,0.0,3.644
