hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-20 00:00,1.152,0.01,3.867
2026-02-20 01:00,0.862,0.0,3.407
2026-02-20 02:00,1.295,0.054,4.18
2026-02-20 03:00,1.594,0.188,4.633
2026-02-20 04:00,1.557,0.258,4.623
2026-02-20 05:00,1.918,0.184,4.328
2026-02-20 06:00,1.89,0.248,4.307
2026-02-20 07:00,1.588,0.211,4.298
2026-02-20 08:00,1.456,0.066,4.138
2026-02-20 09:00,1.112,0.183,3.848
2026-02-20 10:00,0.892,0.09,3.55
2026-02-20 11:00,0.723,0.122,3.156
2026-02-20 12:00,0.471,0.084,2.386
2026-02-20 13:00,0.242,0.0,1.592
2026-02-20 14:00,0.178,0.0,1.336
2026-02-20 15:00,0.076,0.0,1.128
2026-02-20 16:00,0.073,0.0,1.774
2026-02-20 17:00,0.336,0.0,2.209
2026-02-20 18:00,1.356,0.0,4.276
2026-02-20 19:00,1.85,0.115,4.73
2026-02-20 20:00,1.908,0.11,4.7
2026-02-20 21:00,2.286,0.295,4.84
2026-02-20 22:00,2.734,0.258,4.786
2026-02-20 23:00,1.792,0.0,4.504
