hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-24 00:00,1.434,0.054,3.758
2026-01-24 01:00,1.031,0.017,3.119
2026-01-24 02:00,0.478,0.0,2.01
2026-01-24 03:00,0.272,0.006,1.44
2026-01-24 04:00,0.196,0.001,1.015
2026-01-24 05:00,0.182,0.0,1.038
2026-01-24 06:00,0.386,0.07,2.192
2026-01-24 07:00,1.28,0.649,3.92
2026-01-24 08:00,1.706,0.998,4.024
2026-01-24 09:00,3.698,1.479,4.806
2026-01-24 10:00,4.656,2.45,4.852
2026-01-24 11:00,4.71,3.282,4.938
2026-01-24 12:00,4.864,3.535,4.972
2026-01-24 13:00,4.871,4.46,4.964
2026-01-24 14:00,4.852,4.224,4.982
2026-01-24 15:00,4.902,4.136,5.0
2026-01-24 16:00,4.94,4.481,5.0
2026-01-24 17:00,4.966,4.482,5.0
2026-01-24 18:00,4.96,4.44,5.0
2026-01-24 19:00,4.877,4.374,5.0
2026-01-24 20:00,4.884,3.501,5.0
2026-01-24 21:00,4.885,3.362,5.0
2026-01-24 22:00,4.896,3.445,5.0
2026-01-24 23:00,4.734,3.174,5.0
