hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-21 00:00,1.605,0.017,3.885
2026-01-21 01:00,2.438,0.26,4.326
2026-01-21 02:00,3.632,0.642,4.402
2026-01-21 03:00,4.02,1.245,4.622
2026-01-21 04:00,4.366,1.822,4.801
2026-01-21 05:00,4.52,2.386,4.925
2026-01-21 06:00,4.496,2.323,4.854
2026-01-21 07:00,4.411,2.234,4.82
2026-01-21 08:00,4.41,2.36,4.834
2026-01-21 09:00,4.372,2.104,4.815
2026-01-21 10:00,4.495,2.399,4.814
2026-01-21 11:00,4.626,2.41,4.871
2026-01-21 12:00,4.064,1.991,4.822
2026-01-21 13:00,4.807,2.775,4.89
2026-01-21 14:00,4.745,2.94,4.892
2026-01-21 15:00,4.588,2.09,4.894
2026-01-21 16:00,4.372,2.034,4.939
2026-01-21 17:00,4.232,1.788,4.826
2026-01-21 18:00,4.16,1.822,4.84
2026-01-21 19:00,4.368,1.995,4.937
2026-01-21 20:00,4.461,1.932,4.956
2026-01-21 21:00,4.461,1.926,4.951
2026-01-21 22:00,4.437,1.926,4.95
2026-01-21 23:00,4.284,1.86,4.93
