issue_time_utc,issue_time_local,target_time_utc,target_time_local,lead_h,horizon,revision,power_t1,power_t2,power_farm,p10,p90,ws100_fc,wx_field,wx_model,model_name,fallback_used,run_id
2026-02-01T19:00:00Z,2026-02-02T00:00:00+05:00,2026-02-01T19:00:00Z,2026-02-02T00:00:00+05:00,0,24h,0,0.2417,0.2256,0.2642,0.008,0.8465,6.33,day1,best_match,gbm,False,20260202T0000-a5258c
2026-02-01T19:00:00Z,2026-02-02T00:00:00+05:00,2026-02-01T20:00:00Z,2026-02-02T01:00:00+05:00,1,24h,0,0.3127,0.298,0.3015,0.0315,0.854,6.65,day1,best_match,gbm,False,20260202T0000-a5258c
2026-02-01T19:00:00Z,2026-02-02T00:00:00+05:00,2026-02-01T21:00:00Z,2026-02-02T02:00:00+05:00,2,24h,0,0.3136,0.2939,0.3013,0.0357,0.823,6.64,day1,best_match,gbm,False,20260202T0000-a5258c
2026-02-01T19:00:00Z,2026-02-02T00:00:00+05:00,2026-02-01T22:00:00Z,2026-02-02T03:00:00+05:00,3,24h,0,0.27,0.2356,0.3047,0.0178,0.8016,6.4,day1,best_match,gbm,False,20260202T0000-a5258c
2026-02-01T19:00:00Z,2026-02-02T00:00:00+05:00,2026-02-01T23:00:00Z,2026-02-02T04:00:00+05:00,4,24h,0,0.3348,0.3148,0.3335,0.0171,0.9136,6.42,day1,best_match,gbm,False,20260202T0000-a5258c
2026-02-01T19:00:00Z,2026-02-02T00:00:00+05:00,2026-02-02T00:00:00Z,2026-02-02T05:00:00+05:00,5,24h,0,0.3649,0.334,0.3435,0.0347,0.9293,6.84,day1,best_match,gbm,False,20260202T0000-a5258c
2026-02-01T19:00:00Z,2026-02-02T00:00:00+05:00,2026-02-02T01:00:00Z,2026-02-02T06:00:00+05:00,6,24h,0,0.35,0.3347,0.3388,0.0329,0.9247,6.8,day1,best_match,gbm,False,20260202T0000-a5258c
2026-02-01T19:00:00Z,2026-02-02T00:00:00+05:00,2026-02-02T02:00:00Z,2026-02-02T07:00:00+05:00,7,24h,0,0.3365,0.3388,0.3382,0.0368,0.9115,6.57,day1,best_match,gbm,False,20260202T0000-a5258c
2026-02-01T19:00:00Z,2026-02-02T00:00:00+05:00,2026-02-02T03:00:00Z,2026-02-02T08:00:00+05:00,8,24h,0,0.4234,0.4206,0.3854,0.0474,0.9681,6.46,day1,best_match,gbm,False,20260202T0000-a5258c
2026-02-01T19:00:00Z,2026-02-02T00:00:00+05:00,2026-02-02T04:00:00Z,2026-02-02T09:00:00+05:00,9,24h,0,0.6206,0.6047,0.6064,0.2513,1.0,7.8,day1,best_match,gbm,False,20260202T0000-a5258c
