hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-13 00:00,0.3,0.01,1.98
2026-02-13 01:00,0.386,0.015,2.745
2026-02-13 02:00,0.226,0.0,1.955
2026-02-13 03:00,0.186,0.003,1.908
2026-02-13 04:00,0.105,0.0,1.414
2026-02-13 05:00,0.143,0.0,1.5
2026-02-13 06:00,0.071,0.0,1.513
2026-02-13 07:00,0.039,0.0,0.723
2026-02-13 08:00,0.034,0.0,1.06
2026-02-13 09:00,0.12,0.0,1.211
2026-02-13 10:00,0.034,0.0,0.942
2026-02-13 11:00,0.049,0.0,0.449
2026-02-13 12:00,0.059,0.0,0.341
2026-02-13 13:00,0.064,0.0,0.724
2026-02-13 14:00,0.078,0.0,0.805
2026-02-13 15:00,0.082,0.0,0.931
2026-02-13 16:00,0.14,0.0,1.25
2026-02-13 17:00,0.179,0.0,1.589
2026-02-13 18:00,0.222,0.0,1.332
2026-02-13 19:00,0.138,0.0,0.915
2026-02-13 20:00,0.241,0.0,1.444
2026-02-13 21:00,0.461,0.0,2.929
2026-02-13 22:00,1.285,0.0,3.8
2026-02-13 23:00,1.74,0.0,3.852
