hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-11 00:00,1.518,0.068,4.266
2026-01-11 01:00,1.987,0.1,4.576
2026-01-11 02:00,3.124,0.2,4.784
2026-01-11 03:00,3.492,0.332,4.716
2026-01-11 04:00,3.476,0.368,4.836
2026-01-11 05:00,3.33,0.468,4.665
2026-01-11 06:00,3.356,0.456,4.652
2026-01-11 07:00,3.236,0.414,4.496
2026-01-11 08:00,3.01,0.602,4.396
2026-01-11 09:00,3.732,0.688,4.668
2026-01-11 10:00,4.128,1.044,4.894
2026-01-11 11:00,3.702,0.492,4.81
2026-01-11 12:00,3.924,0.808,4.829
2026-01-11 13:00,4.069,0.956,4.89
2026-01-11 14:00,4.268,0.83,5.0
2026-01-11 15:00,3.694,0.262,4.902
2026-01-11 16:00,2.038,0.105,4.294
2026-01-11 17:00,2.068,0.118,4.342
2026-01-11 18:00,2.003,0.086,4.107
2026-01-11 19:00,1.892,0.086,4.079
2026-01-11 20:00,1.454,0.032,3.966
2026-01-11 21:00,1.119,0.032,3.372
2026-01-11 22:00,0.832,0.0,2.884
2026-01-11 23:00,1.042,0.019,3.358
