hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-10 00:00,0.446,0.0,2.389
2026-02-10 01:00,0.555,0.0,2.851
2026-02-10 02:00,0.544,0.0,2.989
2026-02-10 03:00,0.595,0.0,2.923
2026-02-10 04:00,0.916,0.0,3.117
2026-02-10 05:00,0.811,0.02,3.454
2026-02-10 06:00,2.807,1.468,4.898
2026-02-10 07:00,0.764,0.152,2.259
2026-02-10 08:00,1.023,0.026,3.646
2026-02-10 09:00,0.219,0.0,1.712
2026-02-10 10:00,0.696,0.0,2.895
2026-02-10 11:00,0.117,0.0,1.698
2026-02-10 12:00,0.901,0.222,3.518
2026-02-10 13:00,2.17,0.538,4.737
2026-02-10 14:00,1.35,0.57,3.676
2026-02-10 15:00,1.555,0.519,3.752
2026-02-10 16:00,1.741,0.518,4.088
2026-02-10 17:00,1.451,0.324,3.756
2026-02-10 18:00,1.266,0.31,3.339
2026-02-10 19:00,2.039,0.587,4.521
2026-02-10 20:00,2.766,1.31,4.9
2026-02-10 21:00,3.316,1.792,5.0
2026-02-10 22:00,3.846,1.902,5.0
2026-02-10 23:00,4.236,1.99,5.0
