hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-04 00:00,0.968,0.016,3.705
2026-02-04 01:00,1.193,0.044,3.927
2026-02-04 02:00,1.345,0.042,4.249
2026-02-04 03:00,1.474,0.062,4.232
2026-02-04 04:00,2.06,0.29,4.636
2026-02-04 05:00,1.3,0.036,3.937
2026-02-04 06:00,1.222,0.052,4.079
2026-02-04 07:00,1.311,0.048,4.068
2026-02-04 08:00,1.592,0.198,4.281
2026-02-04 09:00,1.084,0.025,4.04
2026-02-04 10:00,0.814,0.0,3.402
2026-02-04 11:00,1.073,0.14,3.733
2026-02-04 12:00,0.762,0.13,3.197
2026-02-04 13:00,0.767,0.146,3.04
2026-02-04 14:00,0.849,0.164,2.882
2026-02-04 15:00,0.883,0.202,2.758
2026-02-04 16:00,0.77,0.058,2.436
2026-02-04 17:00,0.989,0.031,2.165
2026-02-04 18:00,0.564,0.034,1.578
2026-02-04 19:00,0.741,0.026,1.964
2026-02-04 20:00,1.628,0.129,4.183
2026-02-04 21:00,1.856,0.173,4.458
2026-02-04 22:00,2.124,0.344,4.743
2026-02-04 23:00,2.067,0.316,4.744
