hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-16 00:00,3.028,1.335,5.0
2026-02-16 01:00,2.831,0.716,4.978
2026-02-16 02:00,2.677,0.635,4.904
2026-02-16 03:00,1.642,0.106,4.604
2026-02-16 04:00,1.635,0.118,4.542
2026-02-16 05:00,1.754,0.358,4.517
2026-02-16 06:00,1.379,0.1,4.083
2026-02-16 07:00,1.246,0.093,4.114
2026-02-16 08:00,1.658,0.18,4.426
2026-02-16 09:00,2.932,1.13,5.0
2026-02-16 10:00,1.494,0.398,4.662
2026-02-16 11:00,2.148,1.212,4.931
2026-02-16 12:00,1.726,0.578,4.26
2026-02-16 13:00,1.281,0.362,4.072
2026-02-16 14:00,1.366,0.403,4.037
2026-02-16 15:00,1.815,0.846,4.379
2026-02-16 16:00,2.258,1.156,4.782
2026-02-16 17:00,3.33,1.39,4.975
2026-02-16 18:00,2.695,1.13,4.865
2026-02-16 19:00,2.343,0.984,4.788
2026-02-16 20:00,2.756,0.968,4.842
2026-02-16 21:00,2.74,0.934,4.826
2026-02-16 22:00,3.514,0.95,4.861
2026-02-16 23:00,3.502,1.047,4.926
