hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-25 00:00,4.628,2.727,5.0
2026-01-25 01:00,4.534,2.44,5.0
2026-01-25 02:00,3.562,1.333,4.996
2026-01-25 03:00,2.406,0.548,4.53
2026-01-25 04:00,1.846,0.143,3.992
2026-01-25 05:00,0.914,0.0,2.575
2026-01-25 06:00,0.142,0.0,0.534
2026-01-25 07:00,0.052,0.0,0.532
2026-01-25 08:00,0.055,0.0,0.308
2026-01-25 09:00,0.071,0.0,0.456
2026-01-25 10:00,0.094,0.0,0.266
2026-01-25 11:00,0.053,0.0,0.85
2026-01-25 12:00,0.112,0.0,1.24
2026-01-25 13:00,0.31,0.002,1.547
2026-01-25 14:00,0.414,0.027,2.036
2026-01-25 15:00,0.706,0.126,2.466
2026-01-25 16:00,1.074,0.149,3.405
2026-01-25 17:00,2.46,0.684,4.392
2026-01-25 18:00,2.146,0.336,4.399
2026-01-25 19:00,1.893,0.232,4.123
2026-01-25 20:00,1.818,0.208,4.164
2026-01-25 21:00,1.288,0.165,3.631
2026-01-25 22:00,0.852,0.089,3.016
2026-01-25 23:00,0.22,0.09,1.76
