hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-09 00:00,2.446,0.367,4.397
2026-01-09 01:00,2.958,0.542,4.675
2026-01-09 02:00,3.381,0.697,4.629
2026-01-09 03:00,3.362,0.594,4.524
2026-01-09 04:00,3.086,0.29,4.455
2026-01-09 05:00,3.388,0.374,4.43
2026-01-09 06:00,3.676,0.522,4.312
2026-01-09 07:00,3.649,0.522,4.216
2026-01-09 08:00,3.7,0.474,4.369
2026-01-09 09:00,3.558,0.632,4.484
2026-01-09 10:00,2.406,0.66,4.358
2026-01-09 11:00,1.812,0.234,3.82
2026-01-09 12:00,2.092,0.258,4.074
2026-01-09 13:00,2.236,0.254,4.018
2026-01-09 14:00,1.346,0.204,3.557
2026-01-09 15:00,1.014,0.071,2.392
2026-01-09 16:00,0.594,0.018,2.252
2026-01-09 17:00,0.512,0.018,1.742
2026-01-09 18:00,0.424,0.014,1.753
2026-01-09 19:00,0.56,0.019,2.449
2026-01-09 20:00,0.654,0.01,2.662
2026-01-09 21:00,0.647,0.01,2.752
2026-01-09 22:00,0.547,0.01,2.804
2026-01-09 23:00,0.498,0.009,2.821
