hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-15 00:00,0.138,0.001,1.636
2026-02-15 01:00,0.064,0.0,0.979
2026-02-15 02:00,0.136,0.0,0.885
2026-02-15 03:00,0.152,0.0,0.728
2026-02-15 04:00,0.262,0.0,1.305
2026-02-15 05:00,0.283,0.0,1.748
2026-02-15 06:00,0.45,0.0,2.549
2026-02-15 07:00,0.848,0.018,3.296
2026-02-15 08:00,1.45,0.119,4.358
2026-02-15 09:00,1.969,0.473,4.943
2026-02-15 10:00,3.472,1.24,4.89
2026-02-15 11:00,3.88,1.693,4.916
2026-02-15 12:00,4.12,2.596,4.867
2026-02-15 13:00,4.842,3.11,4.92
2026-02-15 14:00,4.75,3.112,4.925
2026-02-15 15:00,4.608,2.954,4.948
2026-02-15 16:00,4.883,2.812,5.0
2026-02-15 17:00,4.724,2.488,5.0
2026-02-15 18:00,3.738,2.308,5.0
2026-02-15 19:00,3.745,2.143,5.0
2026-02-15 20:00,3.614,2.101,5.0
2026-02-15 21:00,3.607,2.107,4.904
2026-02-15 22:00,4.174,2.209,5.0
2026-02-15 23:00,4.104,2.134,5.0
