hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-10 00:00,0.466,0.0,2.166
2026-02-10 01:00,0.577,0.0,2.77
2026-02-10 02:00,0.609,0.004,2.96
2026-02-10 03:00,0.639,0.0,2.872
2026-02-10 04:00,1.038,0.0,3.223
2026-02-10 05:00,0.999,0.0,3.56
2026-02-10 06:00,3.143,1.29,4.926
2026-02-10 07:00,0.806,0.164,2.731
2026-02-10 08:00,0.96,0.027,3.574
2026-02-10 09:00,0.17,0.0,1.812
2026-02-10 10:00,0.702,0.0,2.828
2026-02-10 11:00,0.142,0.0,1.754
2026-02-10 12:00,0.85,0.134,3.517
2026-02-10 13:00,2.228,0.22,4.54
2026-02-10 14:00,1.358,0.798,3.496
2026-02-10 15:00,1.622,0.659,3.72
2026-02-10 16:00,1.835,0.223,4.14
2026-02-10 17:00,1.67,0.177,3.418
2026-02-10 18:00,1.561,0.195,3.205
2026-02-10 19:00,2.373,0.336,4.478
2026-02-10 20:00,3.066,0.799,4.824
2026-02-10 21:00,3.496,1.219,4.97
2026-02-10 22:00,3.633,1.258,4.962
2026-02-10 23:00,4.358,1.416,4.988
