hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-28 00:00,0.252,0.002,2.283
2026-01-28 01:00,0.196,0.002,1.996
2026-01-28 02:00,0.078,0.0,1.706
2026-01-28 03:00,0.09,0.0,2.209
2026-01-28 04:00,0.378,0.0,2.84
2026-01-28 05:00,1.068,0.017,2.974
2026-01-28 06:00,0.32,0.001,2.38
2026-01-28 07:00,0.519,0.0,2.546
2026-01-28 08:00,0.603,0.0,2.725
2026-01-28 09:00,0.011,0.0,2.003
2026-01-28 10:00,0.176,0.0,0.978
2026-01-28 11:00,0.106,0.0,0.702
2026-01-28 12:00,0.087,0.0,0.932
2026-01-28 13:00,0.084,0.0,0.928
2026-01-28 14:00,0.1,0.001,1.07
2026-01-28 15:00,0.208,0.011,1.132
2026-01-28 16:00,0.174,0.012,1.176
2026-01-28 17:00,0.893,0.034,3.028
2026-01-28 18:00,0.901,0.038,3.028
2026-01-28 19:00,0.594,0.016,1.812
2026-01-28 20:00,0.619,0.016,2.907
2026-01-28 21:00,0.284,0.014,1.908
2026-01-28 22:00,0.213,0.001,1.83
2026-01-28 23:00,0.182,0.001,2.15
