hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-18 00:00,0.082,0.0,0.466
2026-01-18 01:00,0.064,0.0,0.494
2026-01-18 02:00,0.06,0.0,0.622
2026-01-18 03:00,0.036,0.0,0.69
2026-01-18 04:00,0.046,0.0,0.656
2026-01-18 05:00,0.048,0.0,0.212
2026-01-18 06:00,0.036,0.0,0.098
2026-01-18 07:00,0.063,0.0,0.342
2026-01-18 08:00,0.048,0.0,0.232
2026-01-18 09:00,0.038,0.0,0.526
2026-01-18 10:00,0.05,0.0,0.54
2026-01-18 11:00,0.582,0.0,2.402
2026-01-18 12:00,1.302,0.036,3.21
2026-01-18 13:00,1.373,0.116,3.376
2026-01-18 14:00,1.314,0.006,3.33
2026-01-18 15:00,1.279,0.076,3.014
2026-01-18 16:00,0.891,0.022,2.878
2026-01-18 17:00,1.281,0.026,3.177
2026-01-18 18:00,0.909,0.019,2.808
2026-01-18 19:00,0.888,0.018,2.748
2026-01-18 20:00,1.087,0.023,3.007
2026-01-18 21:00,1.314,0.028,3.3
2026-01-18 22:00,1.444,0.027,3.416
2026-01-18 23:00,1.449,0.036,3.621
