hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-19 00:00,2.092,0.424,4.682
2026-02-19 01:00,1.358,0.177,4.1
2026-02-19 02:00,1.559,0.168,4.264
2026-02-19 03:00,1.698,0.144,4.325
2026-02-19 04:00,1.16,0.0,3.508
2026-02-19 05:00,1.237,0.022,4.077
2026-02-19 06:00,1.491,0.02,4.26
2026-02-19 07:00,1.301,0.0,3.878
2026-02-19 08:00,1.427,0.0,4.196
2026-02-19 09:00,2.844,0.799,4.896
2026-02-19 10:00,1.528,0.156,4.146
2026-02-19 11:00,1.355,0.181,4.476
2026-02-19 12:00,1.488,0.138,4.168
2026-02-19 13:00,0.974,0.111,3.362
2026-02-19 14:00,1.163,0.214,3.62
2026-02-19 15:00,0.646,0.021,2.66
2026-02-19 16:00,0.712,0.084,2.738
2026-02-19 17:00,0.717,0.046,2.728
2026-02-19 18:00,0.316,0.026,2.144
2026-02-19 19:00,0.228,0.022,1.822
2026-02-19 20:00,0.674,0.013,2.801
2026-02-19 21:00,0.897,0.072,2.839
2026-02-19 22:00,1.14,0.083,3.196
2026-02-19 23:00,1.114,0.092,3.612
