hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-26 00:00,0.091,0.0,0.896
2026-01-26 01:00,0.358,0.0,2.167
2026-01-26 02:00,0.459,0.0,2.503
2026-01-26 03:00,0.566,0.047,3.066
2026-01-26 04:00,0.914,0.048,3.5
2026-01-26 05:00,1.775,0.0,4.092
2026-01-26 06:00,1.641,0.008,3.818
2026-01-26 07:00,1.936,0.152,3.878
2026-01-26 08:00,1.854,0.036,3.984
2026-01-26 09:00,2.884,0.212,4.503
2026-01-26 10:00,3.844,1.106,4.801
2026-01-26 11:00,3.314,0.182,4.629
2026-01-26 12:00,3.666,0.768,4.519
2026-01-26 13:00,4.16,1.236,4.615
2026-01-26 14:00,4.408,1.268,4.774
2026-01-26 15:00,4.462,1.311,4.906
2026-01-26 16:00,4.4,0.993,4.913
2026-01-26 17:00,4.212,0.906,4.914
2026-01-26 18:00,3.968,0.74,4.669
2026-01-26 19:00,4.002,0.815,4.872
2026-01-26 20:00,3.946,0.789,4.815
2026-01-26 21:00,3.946,0.742,4.86
2026-01-26 22:00,3.824,0.726,4.828
2026-01-26 23:00,3.548,0.658,4.713
