hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-19 00:00,1.367,0.0,3.958
2026-01-19 01:00,1.368,0.0,4.018
2026-01-19 02:00,1.612,0.0,3.918
2026-01-19 03:00,2.213,0.024,4.41
2026-01-19 04:00,2.616,0.066,4.422
2026-01-19 05:00,3.282,0.327,4.604
2026-01-19 06:00,3.218,0.322,4.632
2026-01-19 07:00,3.596,0.326,4.678
2026-01-19 08:00,3.76,0.214,4.54
2026-01-19 09:00,3.859,1.316,4.694
2026-01-19 10:00,3.486,0.534,4.29
2026-01-19 11:00,2.38,0.787,4.385
2026-01-19 12:00,2.711,0.872,4.682
2026-01-19 13:00,2.736,0.808,4.623
2026-01-19 14:00,2.764,0.68,4.408
2026-01-19 15:00,2.43,0.374,4.442
2026-01-19 16:00,2.552,0.417,4.412
2026-01-19 17:00,2.058,0.276,4.113
2026-01-19 18:00,1.634,0.165,3.816
2026-01-19 19:00,1.512,0.159,3.956
2026-01-19 20:00,1.317,0.14,3.761
2026-01-19 21:00,1.184,0.064,3.283
2026-01-19 22:00,0.947,0.038,3.32
2026-01-19 23:00,0.682,0.036,3.102
