hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-03 00:00,1.418,0.0,4.485
2026-01-03 01:00,1.205,0.0,4.504
2026-01-03 02:00,1.148,0.0,3.53
2026-01-03 03:00,1.103,0.0,3.291
2026-01-03 04:00,1.071,0.0,3.209
2026-01-03 05:00,1.29,0.0,3.6
2026-01-03 06:00,1.25,0.0,3.609
2026-01-03 07:00,1.094,0.0,3.594
2026-01-03 08:00,1.118,0.0,3.802
2026-01-03 09:00,1.472,0.0,3.802
2026-01-03 10:00,1.363,0.001,3.996
2026-01-03 11:00,2.506,0.468,4.508
2026-01-03 12:00,2.782,0.444,4.458
2026-01-03 13:00,2.413,0.446,4.416
2026-01-03 14:00,2.384,0.24,4.361
2026-01-03 15:00,2.891,0.126,4.486
2026-01-03 16:00,2.766,0.062,4.497
2026-01-03 17:00,2.066,0.035,3.924
2026-01-03 18:00,2.388,0.051,4.316
2026-01-03 19:00,2.408,0.051,4.462
2026-01-03 20:00,2.087,0.03,4.414
2026-01-03 21:00,2.541,0.03,4.456
2026-01-03 22:00,2.364,0.017,4.582
2026-01-03 23:00,2.23,0.008,4.626
