hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-16 00:00,3.091,0.894,4.994
2026-02-16 01:00,2.96,0.635,4.936
2026-02-16 02:00,2.772,0.722,4.932
2026-02-16 03:00,1.782,0.056,4.571
2026-02-16 04:00,1.725,0.152,4.424
2026-02-16 05:00,2.028,0.209,4.406
2026-02-16 06:00,1.523,0.125,3.993
2026-02-16 07:00,1.236,0.057,4.178
2026-02-16 08:00,1.675,0.319,4.482
2026-02-16 09:00,3.151,0.786,4.966
2026-02-16 10:00,1.397,0.194,4.558
2026-02-16 11:00,2.128,1.04,4.882
2026-02-16 12:00,1.555,0.631,4.217
2026-02-16 13:00,1.11,0.256,3.924
2026-02-16 14:00,1.324,0.388,3.963
2026-02-16 15:00,1.857,0.891,4.316
2026-02-16 16:00,2.316,0.978,4.694
2026-02-16 17:00,3.544,1.186,4.985
2026-02-16 18:00,2.738,0.986,4.623
2026-02-16 19:00,2.699,0.867,4.704
2026-02-16 20:00,2.721,0.781,4.671
2026-02-16 21:00,2.742,0.832,4.662
2026-02-16 22:00,3.396,0.921,4.754
2026-02-16 23:00,3.366,0.94,4.893
