hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-04 00:00,0.954,0.0,3.708
2026-02-04 01:00,1.192,0.0,3.926
2026-02-04 02:00,1.344,0.0,4.281
2026-02-04 03:00,1.469,0.024,4.268
2026-02-04 04:00,2.055,0.346,4.698
2026-02-04 05:00,1.295,0.0,3.97
2026-02-04 06:00,1.218,0.185,4.081
2026-02-04 07:00,1.306,0.165,4.112
2026-02-04 08:00,1.593,0.351,4.263
2026-02-04 09:00,1.08,0.173,4.018
2026-02-04 10:00,0.81,0.102,3.452
2026-02-04 11:00,1.084,0.302,3.79
2026-02-04 12:00,0.775,0.192,3.194
2026-02-04 13:00,0.78,0.236,3.064
2026-02-04 14:00,0.849,0.254,3.022
2026-02-04 15:00,0.86,0.248,2.89
2026-02-04 16:00,0.792,0.098,2.467
2026-02-04 17:00,0.991,0.02,2.286
2026-02-04 18:00,0.56,0.0,1.646
2026-02-04 19:00,0.734,0.0,2.069
2026-02-04 20:00,1.618,0.228,4.294
2026-02-04 21:00,1.83,0.28,4.502
2026-02-04 22:00,2.141,0.466,4.802
2026-02-04 23:00,2.036,0.466,4.817
