hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-18 00:00,3.083,0.702,4.951
2026-02-18 01:00,3.528,0.815,4.956
2026-02-18 02:00,3.22,0.916,4.914
2026-02-18 03:00,3.038,0.798,4.946
2026-02-18 04:00,3.07,0.968,4.917
2026-02-18 05:00,3.953,1.238,4.977
2026-02-18 06:00,4.082,1.439,4.974
2026-02-18 07:00,4.046,1.26,4.97
2026-02-18 08:00,4.658,1.802,5.0
2026-02-18 09:00,4.194,1.771,5.0
2026-02-18 10:00,4.356,2.702,5.0
2026-02-18 11:00,4.818,3.247,4.994
2026-02-18 12:00,4.856,3.564,5.0
2026-02-18 13:00,4.92,3.987,5.0
2026-02-18 14:00,4.933,4.396,4.991
2026-02-18 15:00,4.914,3.742,4.98
2026-02-18 16:00,4.826,3.46,4.966
2026-02-18 17:00,4.349,2.422,5.0
2026-02-18 18:00,3.362,1.989,4.906
2026-02-18 19:00,2.114,1.736,4.293
2026-02-18 20:00,2.021,1.6,4.22
2026-02-18 21:00,1.939,1.246,4.205
2026-02-18 22:00,1.979,1.292,4.22
2026-02-18 23:00,1.963,1.278,4.218
