hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-18 00:00,0.078,0.0,0.574
2026-01-18 01:00,0.068,0.0,0.461
2026-01-18 02:00,0.041,0.0,0.795
2026-01-18 03:00,0.041,0.0,0.842
2026-01-18 04:00,0.026,0.0,0.508
2026-01-18 05:00,0.132,0.0,0.21
2026-01-18 06:00,0.122,0.0,0.155
2026-01-18 07:00,0.081,0.0,0.173
2026-01-18 08:00,0.06,0.0,0.286
2026-01-18 09:00,0.036,0.0,0.536
2026-01-18 10:00,0.038,0.0,0.398
2026-01-18 11:00,0.503,0.0,2.49
2026-01-18 12:00,1.088,0.0,3.346
2026-01-18 13:00,1.237,0.034,3.565
2026-01-18 14:00,1.308,0.008,3.529
2026-01-18 15:00,1.162,0.038,3.197
2026-01-18 16:00,0.895,0.022,3.05
2026-01-18 17:00,1.291,0.033,3.34
2026-01-18 18:00,0.931,0.034,2.892
2026-01-18 19:00,0.918,0.034,2.89
2026-01-18 20:00,1.04,0.053,3.058
2026-01-18 21:00,1.235,0.052,3.407
2026-01-18 22:00,1.287,0.038,3.514
2026-01-18 23:00,1.291,0.042,3.742
