hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-23 00:00,3.563,1.802,4.881
2026-01-23 01:00,3.23,1.638,4.843
2026-01-23 02:00,2.618,1.283,4.652
2026-01-23 03:00,2.469,0.999,4.605
2026-01-23 04:00,2.472,0.634,4.394
2026-01-23 05:00,1.993,0.512,4.225
2026-01-23 06:00,2.014,0.454,4.045
2026-01-23 07:00,1.588,0.42,3.686
2026-01-23 08:00,1.552,0.424,3.875
2026-01-23 09:00,0.638,0.097,3.176
2026-01-23 10:00,0.04,0.0,1.251
2026-01-23 11:00,0.207,0.014,1.49
2026-01-23 12:00,0.358,0.054,2.32
2026-01-23 13:00,0.629,0.31,2.236
2026-01-23 14:00,0.781,0.338,2.45
2026-01-23 15:00,0.846,0.318,2.231
2026-01-23 16:00,0.815,0.328,2.387
2026-01-23 17:00,1.199,0.442,3.482
2026-01-23 18:00,1.252,0.432,3.493
2026-01-23 19:00,1.224,0.451,3.534
2026-01-23 20:00,2.142,0.464,4.203
2026-01-23 21:00,2.194,0.473,4.248
2026-01-23 22:00,2.068,0.478,4.022
2026-01-23 23:00,2.041,0.456,4.022
