hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-02 00:00,0.095,0.0,1.569
2026-01-02 01:00,0.085,0.0,1.11
2026-01-02 02:00,0.106,0.0,1.035
2026-01-02 03:00,0.048,0.0,0.916
2026-01-02 04:00,0.055,0.0,0.794
2026-01-02 05:00,0.114,0.0,0.456
2026-01-02 06:00,0.058,0.0,0.736
2026-01-02 07:00,0.064,0.0,0.706
2026-01-02 08:00,0.064,0.0,0.82
2026-01-02 09:00,0.036,0.0,0.844
2026-01-02 10:00,0.21,0.0,1.617
2026-01-02 11:00,0.7,0.0,3.1
2026-01-02 12:00,0.786,0.0,3.399
2026-01-02 13:00,0.838,0.0,3.546
2026-01-02 14:00,0.67,0.0,3.246
2026-01-02 15:00,0.554,0.0,2.867
2026-01-02 16:00,0.599,0.0,2.454
2026-01-02 17:00,0.936,0.0,3.038
2026-01-02 18:00,0.989,0.0,3.041
2026-01-02 19:00,1.235,0.0,3.32
2026-01-02 20:00,1.422,0.0,3.962
2026-01-02 21:00,1.506,0.0,3.96
2026-01-02 22:00,1.482,0.0,3.975
2026-01-02 23:00,1.427,0.0,3.566
