hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-24 00:00,3.97,1.99,4.944
2026-02-24 01:00,3.367,1.776,4.854
2026-02-24 02:00,3.269,1.714,4.88
2026-02-24 03:00,3.131,1.589,4.88
2026-02-24 04:00,3.362,1.597,4.847
2026-02-24 05:00,3.322,1.642,4.794
2026-02-24 06:00,3.283,1.624,4.792
2026-02-24 07:00,2.806,1.128,4.812
2026-02-24 08:00,2.29,0.475,4.496
2026-02-24 09:00,2.09,0.932,4.414
2026-02-24 10:00,2.43,1.153,4.36
2026-02-24 11:00,2.692,1.619,4.666
2026-02-24 12:00,2.522,1.646,4.68
2026-02-24 13:00,2.194,1.273,4.438
2026-02-24 14:00,1.934,1.285,4.194
2026-02-24 15:00,1.416,1.008,3.864
2026-02-24 16:00,1.242,0.988,3.22
2026-02-24 17:00,1.18,1.034,3.218
2026-02-24 18:00,1.156,1.083,3.047
2026-02-24 19:00,1.162,0.897,3.242
2026-02-24 20:00,1.057,0.882,2.628
2026-02-24 21:00,1.04,0.881,2.733
2026-02-24 22:00,1.204,0.999,2.898
2026-02-24 23:00,1.49,1.032,3.614
