hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-17 00:00,2.661,2.496,4.638
2026-01-17 01:00,2.642,2.388,4.626
2026-01-17 02:00,3.459,2.625,4.836
2026-01-17 03:00,4.404,3.074,4.932
2026-01-17 04:00,4.382,3.034,4.931
2026-01-17 05:00,4.501,4.088,4.922
2026-01-17 06:00,4.519,3.891,4.924
2026-01-17 07:00,4.416,3.639,4.899
2026-01-17 08:00,4.36,3.076,4.908
2026-01-17 09:00,3.532,2.456,4.802
2026-01-17 10:00,2.888,2.168,4.505
2026-01-17 11:00,2.26,1.581,4.426
2026-01-17 12:00,1.76,0.804,3.94
2026-01-17 13:00,0.567,0.066,2.565
2026-01-17 14:00,0.324,0.043,1.508
2026-01-17 15:00,0.194,0.014,1.09
2026-01-17 16:00,0.096,0.016,0.876
2026-01-17 17:00,0.22,0.003,0.782
2026-01-17 18:00,0.148,0.006,0.742
2026-01-17 19:00,0.151,0.008,0.508
2026-01-17 20:00,0.128,0.007,0.611
2026-01-17 21:00,0.156,0.007,0.622
2026-01-17 22:00,0.061,0.008,0.454
2026-01-17 23:00,0.057,0.007,0.528
