hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-12 00:00,2.303,0.242,4.7
2026-01-12 01:00,2.271,0.296,4.674
2026-01-12 02:00,1.602,0.018,4.687
2026-01-12 03:00,1.354,0.156,4.475
2026-01-12 04:00,1.026,0.0,3.534
2026-01-12 05:00,0.089,0.0,1.074
2026-01-12 06:00,0.095,0.0,1.062
2026-01-12 07:00,0.07,0.0,0.777
2026-01-12 08:00,0.204,0.0,1.462
2026-01-12 09:00,0.374,0.0,2.578
2026-01-12 10:00,0.525,0.0,3.062
2026-01-12 11:00,0.167,0.0,1.874
2026-01-12 12:00,0.602,0.0,2.784
2026-01-12 13:00,0.984,0.0,3.569
2026-01-12 14:00,1.682,0.046,4.254
2026-01-12 15:00,2.633,0.308,4.532
2026-01-12 16:00,2.574,0.21,4.529
2026-01-12 17:00,1.262,0.0,3.336
2026-01-12 18:00,0.598,0.0,2.459
2026-01-12 19:00,0.838,0.0,2.7
2026-01-12 20:00,1.764,0.129,4.059
2026-01-12 21:00,1.329,0.0,3.512
2026-01-12 22:00,1.084,0.0,3.322
2026-01-12 23:00,1.338,0.0,3.866
